id,title,category,new_query,user_id,remaining_interaction_string,classification,preferences,target_count,targets,similarity_score,price,ranking,query
B000OMNHYA,Dickies Girls 7-16 Girls Flexwaist Flat Front Pant,D | Clothing | Pants | Dickies | Pants & Capris | School Uniforms | Girls,I want girls' school uniform pants that are stylish and comfortable.,AQ1661E908F4I,B001U88B4I|B001U88UPS|B00IDCK9KS|B00EFDJEGE,-1,"The user has a unique preference for infinity scarves with distinct patterns, such as plaid and animal prints.",1,girls' school uniform pants that are stylish and comfortable,-10.193777,,11695,I want girls' school uniform pants that are stylish and comfortable for everyday wear.
B00HFJ5JO6,Frim Clothing Women's Lace Wireless Triangle Bralette Pullover,"Women | Intimates | Bras | Clothing | Everyday Bras | Lingerie, Sleep & Lounge",I’m looking for a women's bralette that has a lace design and is wireless.,A1UD8NTVWAUXBI,B00AJU556A|B003Y73JXG|B00857SQ6K|B000RAWGEG|B00EF89V12|B003UTLTTY,-1,"The user has a strong interest in novelty and themed clothing, particularly related to popular culture franchises like Doctor Who and Star Wars.",1,women's bralette with a lace design and is wireless,-10.117314,9.89,175302,I’m looking for a women's bralette that has a lace design and is wireless.
B000ZN0AUM,Roman Arm Guards,"Novelty, Costumes & More | Costumes & Accessories | Costumes | Men",Please suggest a men's novelty costume for themed parties.,A2TMU8X25L5P8A,B00CF5GJTO|B004M4VQAS|B005EJTX28|B0050QEP32|B0044JDW9E|B004PNT9RI|B005G84DXQ|B002FGU6N8,0,"The user has a strong interest in themed clothing, particularly related to movies and TV shows, as well as a preference for stylish and functional accessories like backpacks.",1,men's novelty costume for themed parties,-9.152911,18.05,53906,Please suggest a men's novelty costume for themed parties that can also be used for cosplay gatherings.
B00EABRKT4,zeroUV&reg; - Retro Flat Top Crossbar Double Bridge Round Aviator Sunglasses,"Clothing | Accessories | Men | Novelty, Costumes & More | Novelty | Sunglasses & Eyewear",Can you show me some men's sunglasses that are comfortable and practical?,AQLNF4NVUY6X1,B004MKMN5Y|B008J4DWTU|B005DBSOWM|B0087FU6HC|B005OA4TN0|B001Q5QLP6,-1,"The user has a strong preference for the brand Keen, indicating brand loyalty. They also favor minimalist and slip-on shoe styles, suggesting a preference for ease of use and comfort.",1,men's sunglasses,-3.7555246,9.99,415792,Can you show me some men's sunglasses that are comfortable and practical?
B0023PG3CY,GLAMORISE Bra 1007 - MAGIC LIFT Dual Strap Adjustment &amp; Convertible Straps,"Women | Intimates | Bras | Clothing | Everyday Bras | Petite | Lingerie, Sleep & Lounge",I’m looking for a set of clothes that has options for family gatherings for my baby boy.,A1Y668T6HXQY5R,B00AAJPBH8|B0038AVYWM|B001EIPEFI|B003PX8MQS,1,"The user has a strong interest in themed costumes for infants, indicating a preference for playful and creative clothing options for children.",-1,,-9.735375,24.95,,I’m looking for a sleepwear that has options for family gatherings and cozy relaxation at home for my baby boy.
B00CZON91G,Nine West Encino Mini Crossbody,N | Nine West | Messenger Bags | Luggage & Travel Gear,I'd like to find a women's messenger bag that is stylish and trendy.,A1VCRX47MLLNBP,B00IZ6ANBC|B00BHHIHVO|B006VM2CL6|B005X6F5XI,-1,"The user has a strong preference for brands like G by GUESS and Michael Kors, indicating a taste for designer or high-end fashion items.",1,women's messenger bag that is stylish and trendy,-9.909155,19,23340,I'd like to find a women's messenger bag that is stylish and trendy for my travel gear.
B000BM6DDU,ACORN Women's Tex Moc,Women | Slippers | Shoes | ACORN,Can you recommend me a women's slippers for lounging at home?,AX3NJP2M2X1R6,B008RI11I2|B00856U6T6|B007U4GX82|B003GW07M0|B0029MA24G|B001G7R1AI,0,"The user shows a strong interest in novelty and themed apparel, particularly those related to music bands and possibly gaming themes.",1,women's slippers for lounging at home,-10.193066,,1963,Can you recommend me a women's slippers for lounging at home after a long day?
B0087QVXKU,ASICS Women's GEL-Lyte33 2 Running Shoe,Women | Shoes | Athletic | ASICS | Running,"I'm looking for women's athletic running shoes that can meet my needs for outdoor activities. Additionally, could you recommend an additional pair of pants and socks to go with these shoes?",A2H2T83OP9XX3D,B00FABOFS2|B000RTPPWM|B008A0QR4U|B00D8VL6Y2,2,The user shows a preference for multi-color designs and specific brands like Sanuk.,3,women's athletic running shoes|pants|socks,-7.4098287,,451,I want to find a women's athletic running shoes that can meet my needs for outdoor activities and casual outings.
B00CDTBL04,7 For All Mankind Women's Josefina Jean with Roll-Up Hem in Chateaux de Trope,Women | 7 For All Mankind | Clothing | Women's Luxury Brands | Jeans | 0-9,I'm in need of women's jeans that are stylish and fitted.,A3QST9XCKUDVFB,B007EEEBFU|B00804V9L2|B008R19WVC|B00C2QLEXC|B005A4SQCK|B0089E3YTS|B002AMW6S0|B0061N0AO6|B0073BJ9CO|B005LC1PS8|B0070225Z4|B0097AE8UC|B008QB66VW|B007K8RFT4|B0058XIM7M|B004IPPSVO|B00590R1ZI|B000M2EOM6|B00591HKNU|B00358TPNW,-1,"The user shows a strong preference for luxury and designer brands, particularly in women's clothing and shoes. There is also an interest in versatile and comfortable fashion items, such as leggings and cardigans.",1,women's jeans that are stylish and fitted,-10.196835,59.4,191477,I’m in need of women's jeans that are stylish and fitted.
B004J1FW9U,BMW Roundel Cap - White,Accessories | Hats & Caps | Baseball Caps | Men,Could you suggest a men's baseball cap that fits my need for sun protection during outdoor activities?,A8VBS3X18N9A3,B000E4W1JK|B007WQH3BO|B008LDE2SO|B00263KK36,0,"The user shows a strong interest in novelty items and branded clothing, particularly those associated with well-known brands or logos.",1,men's baseball cap,0.78985,10.35,36788,Could you suggest a men's baseball cap that fits my need for sun protection during outdoor activities and casual outings?
B00DBEQAS8,"G2 Fashion Square Women's Double Button Zipper Back Sailor Mini Shorts(BTM-SHT,BLK-S)",Shorts | Women | Clothing | Dress,Do you have any suggestions for women's shorts that would be good for a beach trip?,A1UD8PBTYF600A,B0094KPVRE|B0080JG4PI|B008WYDP1C|B002T1FS64,0,"The user has a preference for clothing items that are stylish and possibly edgy, as suggested by the skull print shirt.",1,women's shorts for a beach trip,-10.195012,,367597,Do you have any suggestions for women's shorts that would be good for a beach trip with friends?
B008G50790,Reebok Men's ZigNano Slide II Sandal,Shoes | Athletic | R | Sandals | Men | Reebok | Sport Sandals,Show me a set of clothes for men that work well for family beach outings.,AB96UU92DXOVF,B009LG0K68|B0018OM1TU|B00AZJT390,1,"The user shows a preference for specific brands such as Cole Haan and Levi's, indicating a possible interest in quality or designer brands.",-1,,-5.20253,,53995,Show me a men's sandals that work well for family beach outings and casual summer gatherings.
B00J6MUBR0,DailyShoes Women's Fashion-Hi Over the Knee Thigh High Flat Slouch Boots,Women | Boots | Shoes,Do you have any suggestions for women's boots that would be good for winter and cold-weather fashion?,A4SI2ZNUXBPEP,B00BUGD8R0|B002RRVE7C|B0097B0KBM|B00400WLYY|B00A4JE09Y|B00GNGL4W8|B009VK6IO2|B00E0FA29A|B008ZZSSYM|B0061TPVR6|B00AWLXEFU|B00EJFICG6|B005FEQ0R8|B00FBEP6WM|B00F2DA9HO|B00E7Q1W1E|B006WCB2QG|B001HO4JF0|B00CPF1I72|B0061MKELQ|B0088I46XI|B002ETVLZ8|B00EKN76O6|B008A15WNQ|B00BQ52KCY|B004PY69PC|B008N6LCPK|B00DJJMA8E|B00CJQGNJK|B00CUM7OQY|B00AYPYMUK|B009HBLSAY|B008830JXO|B009AR18B4|B0002PO0RW|B00B9OXG52|B001GKK6G6|B00975PL9Y|B00768LFYY|B003VCRRSC|B003ZS5TTQ|B003VV5QDG|B008STI44Y|B00C1S5RO8|B00AB41NEW|B0049KSFCW|B007T6U0EY|B009RA63GO|B007JX1OAQ|B009F96ICQ|B00A0L8TL6|B006CBAFI8|B009P4IH0M|B00573TJKW|B008LWJ2TE|B004VKOQI2|B0036J9Z6M|B005IL76ZI|B008KKOEA4|B008LWS9AM|B007JT48CQ|B000I0CANC|B006RCR01W|B00700FVDY|B004HYTDCG,-1,"The user shows a unique preference for bohemian and ethnic styles, as seen in the purchase of peasant skirts and pashmina shawls. There is also an interest in cosplay and dance-related items, such as wigs and belly dance accessories.",1,women's boots for winter and cold-weather fashion,-10.193548,,1769,Do you have any suggestions for women's boots that would be good for winter and cold-weather fashion?
B00BZ5V0LM,Secret Wishes Dark Rose Costume Dress,"Women | Band & Music Fan | Accessories | Costumes & Accessories | Costumes | Novelty, Costumes & More",Could you recommend a women's dress that fits my interest in stylish and functional fashion accessories?,A3BI52QUZP9O8,B0028NU8EU|B0036CF33S|B004DWX5KS,-1,"The user has a unique preference for items that combine utility with aesthetic appeal, such as magnetic eyeglass holders and handbag accessories.",1,women's dress,-10.192827,44.6,32094,Could you recommend a women's dress that fits my interest in stylish and functional fashion accessories for band and music fans?
B003XQFY0Y,Mystery House Women's Beer Girl Costume,"Novelty, Costumes & More | Women | Costumes & Accessories | Costumes",Can you help me pick a women's costume for a themed birthday party that stands out?,A1HRG1HQTGQHC0,B00ASWNGVA|B009R84LJ2|B001A58YLQ|B009TBNABM|B004JFP44Y|B00120I19Y|B003E6M578,0,"The user has a strong preference for items that are colorful and have a novelty or costume-like appeal, such as faux fur and unique patterns.",1,women's costume for a themed birthday party,-10.192593,,31245,Can you help me pick a women's costume for a themed birthday party that stands out and reflects a unique style?
B00C9WDY46,Carhartt Women's Bardwell Turtleneck,Women | Clothing | Tops & Tees | C | Knits & Tees | Carhartt,Could you recommend a top that fits my need for versatile styles? I'm not sure about the specific wearing scene.,A2R1M9NA2ULXPH,B0086ROEEW|B0028K3LQ0|B008VMQJ0E|B00AVLX9MO|B006QZ65AW,3,"The user shows a strong interest in luxury and stylish items, particularly in the categories of silk scarves and expandable luggage.",-1,,-4.8721595,,101281,Could you recommend a top that fits my need for versatile styles suitable for travel and casual outings?
B0008GHE1E,Sperry Top-Sider Men's Authentic Original Boat Shoe,Shoes | Sperry Top-Sider | Athletic | Loafers & Slip-Ons | S | Men | Boating,"I'm looking for men's loafers that are suitable for casual outings and can handle outdoor adventures like hiking. Additionally, recommend an additional pair of pants and socks to go with these shoes.",AQLM9KYDBQLRY,B000BIUAYW|B005BJ0X5M|B006NYOCEW|B0019MPRJW|B004O28KSY|B0007NCISM|B00002243H,2,The user shows a strong preference for Saucony brand running shoes and may have a particular interest in performance-oriented footwear.,3,men's loafers suitable for casual outings and outdoor adventures like hiking|pants to go with these shoes|socks to go with these shoes,0.17097518,,8,I am looking for a men's loafers that are suitable for casual outings and can also handle outdoor adventures like hiking.
B008X8434U,Skechers Women's Sole Searchers-Creature Sandal,Comfort Shoes | Women | Shoes | S | Sandals | Skechers,Can you help me pick a set of clothes for warm weather activities?,A1YH58HJC1V7B,B0074X9YOE|B0007U80BY|B0072F8KNU,1,"The user shows a preference for casual and possibly outdoor or beach-related footwear, as suggested by the keywords 'Sandals' and 'Surf & Skate'.",-1,,-10.007502,35,53586,Can you help me pick a women's sandals for family outings and warm weather activities?
B0058YTM7U,Columbia Women's Coral Point II Short,Shorts | Women | Casual | Clothing,I'm interested in women's casual shorts that are comfortable and functional.,A347UTX1L71EBB,B0066269TC|B008MWH0NS|B00857SQ8S|B005GYGD7O|B00AHRDK4Y|B008X0U3ZQ,-1,"The user shows a preference for sports bras and activewear tops, suggesting a focus on fitness or athletic activities.",1,women's casual shorts that are comfortable and functional,-5.843072,,11179,I'm interested in women's casual shorts that are comfortable and functional for my active lifestyle.
B0085MI7PK,"Nine West Women's Dancindark Platform Pump,Dark Taupe Leather,6.5 M US",N | Women | Shoes | Pumps | Nine West,What’s the best set of clothes I can use for a formal wedding?,AB98I9C6OCH1A,B00773NUYQ|B0013525X6|B00C12LOZU|B006IVDFBG|B008JBJ3QY|B008RKYS44|B0081IZ3UA,1,"The user shows a preference for elegant and formal attire, with an interest in clothing that features embellishments like crystals.",-1,,-10.195373,,75959,What’s the best pumps I can use for a formal wedding and professional events?
B00F4UVD9I,Curio+Kind Girls 7-16 Diamond Party Skirt,"Girls | Clothing | Skirts, Scooters & Skorts",Do you have any suggestions for skirts that would be suitable for outdoor events for girls aged 2-6?,APMFB9YT1LZHA,B00DQV8Y08|B00EE3049Q|B00EE307GG|B000O7JRLC|B002RADHJC|B00EM2YAT4|B001IGYX0S|B00GXDMT2K,0,"The user has a preference for clothing items that feature prints, such as animal and floral designs, and items that are suitable for both casual and special occasions.",1,skirts suitable for outdoor events for girls aged 2-6,-8.413733,12,54065,Do you have any suggestions for skirts that would be suitable for outdoor events and casual outings for girls aged 2-6?
B0038I3T5E,Hanes  Girls 7-16 3 Pack Stretch Boy Short,"Women | Intimates | Clothing | Lingerie, Sleep & Lounge | Boy Shorts | Panties",I'm looking for some girl's boy shorts that are good for lounging at home. I'm not sure about the specific wearing scene.,AP2JK6CWO8YXR,B001788KXS|B005JA8LZW|B007PMO8HC,3,"The user shows a preference for clothing items that are comfortable and suitable for young girls, with an interest in tops and possibly music or band-themed apparel.",-1,,-10.193569,,6339,I want a girl's boy shorts that are suitable for lounging at home and enhance self-confidence for a young girl.
B007UNBQL2,Marvel Super Hero Squad Hulk Soft Big Hands,"Kids & Baby | Novelty, Costumes & More | Costumes & Accessories | More Accessories",Can you help me choose a costume accessory for my son that is comfortable?,AR6JRO559GXIK,B0077GSZLG|B00526MWL2|B0015MF78C|B004WPHMJQ|B0076D2I2W|B009DKKU08,-1,"The user shows a strong preference for novelty and themed costumes, particularly those related to popular culture or characters, such as superheroes and fantasy figures.",1,costume accessory for my son that is comfortable,-10.195622,11.65,40684,Can you help me choose a costume accessory for my son to enhance his imaginative play?
B006T896M0,Baffin Men's Express PT Rain Boot,Shoes | Outdoor | Rain Footwear | Outdoor & Work | Baffin | B | Rain | Men | Boot Shop | Boots,"Can you recommend a men's boots that will work for outdoor activities in cold, wet conditions while providing insulation and protection during winter excursions?",A3TSCW5LDIXCAG,B003QHY4JW|B002D48TDG|B001E5CRNI|B0000AWLI1|B002C75IWY|B000SKUFWK|B001E5CRW4|B000SKT0DA|B001E5CQE8,4,"The user shows a distinct preference for insulated and winter-specific footwear, with a notable interest in products that offer significant warmth and protection.",1,"men's boots that will work for outdoor activities in cold, wet conditions while providing insulation and protection during winter excursions",1.9615334,32.4,32474,"Can you recommend a men's boots that will work for outdoor activities in cold, wet conditions while providing insulation and protection during winter excursions?"
B00CKIML3E,SODIAL(TM) Red Winter Lady's Warm Knitted Knit Beret Braided Ski Cap Baggy Beanie Crochet women Hat,Accessories | Women | Hats & Caps,Can you show me a women's beret that works for enhancing my winter outfits during casual outings?,A17T1FSRQIK9IE,B00ESYAWW0|B00CKIMRBU|B009Q2129G|B000K9RWFM,0,"The user shows a preference for warm, insulated clothing and accessories, particularly those suitable for cold weather conditions.",1,women's beret,-10.091049,,138603,Can you show me a women's beret that works for enhancing my winter outfits during casual outings?
B00HU253JY,"Carter's Baby-Boys Infant Wayfarer Sunglasses Blue, Multi, 0-24 Months",Baby | Accessories | Baby Boys,Could you suggest a sunglasses that fits my need for a playful accessory for my baby boy's casual outings?,A27E8TV7WVSL6W,B000KGIEMK|B0006UZHZM|B007BWOCY0|B005OD6DAY|B001G7R0CM,0,"The user has a strong preference for comfort in their footwear choices, as indicated by the keyword 'Comfort Shoes'.",1,sunglasses for a baby boy's casual outings,-10.19494,,51844,Could you suggest a sunglasses that fits my need for a playful accessory for my baby boy's casual outings?
B00DEYQYAY,"London Fog Women's Long Down, Black, Medium",Women | Clothing | L | Down & Down Alternative | Coats & Jackets | London Fog,I'm looking for a women's down coat that will keep me warm during outdoor events while still looking stylish. I'm not sure about the specific wearing scene.,A3QIGW65DAKU5V,B00CYS2T8M|B009S3I7EG|B007MNVB7E|B00FFYTF8Y|B005VEN6VU,3,"The user shows a unique preference for newsboy caps and berets, indicating a taste for classic and chic headwear styles.",-1,,-4.8620496,,334974,I'm interested in a women's down coat that can help me stay warm during outdoor events while still looking stylish for social gatherings.
B007IO7ZHC,Mootsies Tootsies Women's Ideal Pump,M | Women | Shoes | Pumps | Mootsies Tootsies,What are some good pump options for a formal event? I'm not sure about the specific wearing scene.,A2FWUDRDKMSF93,B00DBVBTYQ|B006BU7UGA|B00B2G3VHK|B006J8LVG4,3,"The user shows a preference for water-resistant and waterproof features in their clothing and footwear, indicating a need for practicality and durability in their purchases.",-1,,-8.789945,,28975,What are the best pumps options for attending a formal event and ensuring comfort during travel?
B00ETHNGII,Volcom Juniors Moclov P O Hoodie,"Women | Band & Music Fan | Clothing | Juniors | Novelty, Costumes & More | Sweatshirts | Fashion Hoodies & Sweatshirts",Could you suggest a juniors' set of clothes for layering during outdoor runs in cooler weather?,AQLMI1SR6CHQV,B00CBTD3GQ|B00877NA5K|B0091F7W6K,1,The user shows a preference for vibrant and neon colors in their athletic wear.,-1,,-6.427926,,151178,Could you suggest a juniors' hoodie that fits my need for layering during outdoor runs in cooler weather?
B0037Z6B8K,New Balance Men's MR759 Running Shoe,N | Shoes | New Balance | Athletic | Running | Men,I’m searching for a set of clothes for men that are suitable for outdoor adventures in larger sizes.,A3GI4OF0DGDOL4,B001C7P8PW|B000EQVXGK|B0006U67WE,1,"The user shows a preference for products associated with athletic activities and possibly has an interest in unique or less common styles, as indicated by the keyword 'Exotic Apparel.'",-1,,-0.6684817,69.99,68394,I’m searching for a men's athletic running shoes that are suitable for outdoor adventures and casual outings in larger sizes.
B00DQ5P9Y8,FootJoy 2014 Contour Series A-Frame Golf Shoes,Athletic | Golf | Shoes | Men,Can you recommend me a men's shoes for golf-related activities?,A1CUHIMHGOARSW,B00AAH9JNM|B00H0EQ1AC|B00BPVV2ZU|B0083RNFFO,0,"The user shows a preference for brands like Reef and True Religion, indicating a taste for stylish and possibly premium casual wear.",1,men's shoes for golf-related activities,-0.65290606,,86070,Can you recommend me a men's shoes for casual outings and golf-related activities?
B003JJ5AUE,Merrell Men's Encore Gust,M | Shoes | Merrell | Men | Mules & Clogs,I’m looking for men's mules that are good for casual outings during the summer. I'm not sure about the specific wearing scene.,A1VCOX6I94JLZV,B00F3WD0E8|B009KYJAJY|B000B84URK|B002KKCVPU|B005G112A0|B001B6EG3E,3,"The user shows a preference for outdoor and casual footwear, as indicated by the purchase of hiking shoes and sandals.",-1,,-1.1513957,,1877,I’m searching for men's mules that are suitable for casual outings and easy to slip on for a summer event.
B000VDROUU,Kenneth Cole REACTION Men's Brown Out 1-1/2&quot; Leather Reversible Belt,Accessories | Belts | Men,I need a men's belt that is appropriate for formal business meetings and versatile enough to pair with various attire.,A2H2RNU5KCU80O,B001M0UXFE|B001BBX0WW|B000W15ENK|B000Y1MIGO|B000M0HC6S,0,"The user shows a preference for high-quality, designer clothing with a tailored fit and wrinkle-free features.",1,men's belt that is appropriate for formal business meetings and versatile enough to pair with various attire,-5.318134,20.61,535,I need a men's belt that is appropriate for formal business meetings and versatile enough to pair with various attire.
B006W2NMEG,Salomon Women's X Ultra GTX Hiking Shoe,Outdoor | Salomon | Hiking & Trekking | Women | Shoes | S | Hiking Shoes,Could you suggest a women's hiking shoe that fits my lifestyle?,A11AVO8B3DBD7Y,B007R8P1D4|B003KFN4I2|B000UPJOYI|B000EX7KQ0,-1,"The user has a preference for products related to sports and outdoor activities, as evidenced by their interest in athletic socks and travel gear.",1,women's hiking shoe,-10.196767,,29338,Could you suggest a women's hiking shoe that fits my active lifestyle?
B004R8O83Q,Dickies Men's Short Sleeve Pocket T-Shirt With Wicking,"D | Band & Music Fan | Shirts | Clothing | T-Shirts | Men | Dickies | Novelty, Costumes & More",Can you help me pick a men's t-shirt that’s practical and durable?,A3QIF5QQRFD6P0,B001A3Y912|B000A794Q4|B0001YR4S6,-1,"The user shows a preference for active and athletic wear, particularly focusing on socks and boots.",1,men's t-shirt,-6.0031595,,3030,"Can you help me pick a men's t-shirt that’s practical, durable, and suitable for a music fan?"
B00E1GEQMM,Women Ruched Faux Leather Handbag Purse w Lobster Clasp Strap,Top-Handle Bags | Women | Handbags & Wallets,I want a handbag that has both functional storage and versatile styles for everyday use.,A3HAYWM5RIMZHT,B00E0H6JTU|B00E6M1UK2|B008IE0VB8|B00ARBRP2I,0,"The user shows a unique preference for belts with distinctive buckles, such as metal buckles and floral designs, indicating an interest in statement pieces that enhance their outfits.",1,handbag with functional storage and versatile styles for everyday use,-7.8037124,,489083,I want a handbag that has both functional storage and versatile styles for everyday use and special occasions.
B00286LBK2,Pants slip Cullotes petti-pant bloomers Nylon boxer,"Full Slips | Women | Intimates | Clothing | Slips | Petite | Lingerie, Sleep & Lounge","Could you guide me to a slip that is best suited for layering under a lightweight dress during my summer outings? Additionally, I would love some recommendations for a cute pair of sandals to complete my look!",A2W2MWOCXECO36,B004RIBDJ8|B00AYYHREY|B00DAPSCG6|B00AYYG9F2|B00DAPSALI,2,"The user has a strong preference for Hello Kitty themed sleep and lounge wear, indicating an affinity for playful and themed designs.",2,slip for layering under a lightweight dress|cute pair of sandals,-8.621444,9.78,71727,Could you guide me to a slip that is best suited for layering under a lightweight dress during my summer outings?
B00BR6VJJC,Black Ladies Detailed Print Design Strapless Tube Dress,Dresses | Women | Casual | Clothing,Do you know any dresses that would work well for casual outings?,A1T95LFB72L72I,B00BR4N86Q|B0080E7N58|B008SDBYVU|B004RFO780|B008596LFQ|B00886B5YS,0,"The user shows a preference for vintage and floral styles, as well as clothing with unique features like smocked waists and crochet lace trims.",1,dresses for casual outings,-10.101261,12.5,1341681,Do you know any dresses that would work well for casual outings and themed parties?
B004V4SNUU,"Theory Bowler, Gray, One Size","Women | Costumes & Accessories | Exotic Apparel | Costumes | Novelty, Costumes & More","Do you know any women's exotic costume accessory that would work well for a themed birthday party? Additionally, I recommend pairing it with the Women's Black Hippie Pants for a complete look!",A1L0SLTALOV1D7,B004QYCLEO|B001TV072U|B004JI9D48|B003XVR1IM|B00761791O,2,The user has a strong preference for fashion belts and glittery footwear.,2,women's exotic costume accessory|Women's Black Hippie Pants,-10.193191,,1382198,Do you know any women's exotic costume accessory that would work well for a themed birthday party?
B008NF34JS,Dansko Women's Professional Patent Clog,Comfort Shoes | D | Women | Shoes | Dansko | Mules & Clogs,Can you recommend a set of clothes that will work for long days at the park with my kids?,A33IY18HHMDV8S,B004ZFFR1I|B000WK8V9A|B0015MDVLW|B000VESYIK,1,"The user has a strong interest in novelty and themed costumes for children, particularly those that are playful and imaginative, such as astronaut and train engineer themes.",-1,,-10.19676,,791,Can you recommend a pair of mules that will work for long days at the park with my kids?
B0018P3G3Y,Levi's Women's 529 Curvy Boot Cut Jean,Jeans | Women | Petite | Clothing,Can you show me a women's petite jeans that work for a curvy body shape?,A38L3M5SR1QTNL,B000V9T1KK|B0000C321X|B001EDF3OU,-1,"The user shows a preference for specific fit types, such as 'curvy' and 'original fit', and may have an interest in specialized sizing like 'petite' and 'big & tall'.",1,women's petite jeans that work for a curvy body shape,-10.192715,39.99,1832,Can you show me a women's petite jeans that work for a curvy body shape and everyday wear?
B006W2ATK6,zeroUV&reg; - Vintage Inspired Mod Womens Fashion Rhinestone Cat Eye Sunglasses,"Women | Clothing | Accessories | Novelty, Costumes & More | Novelty | Sunglasses & Eyewear",What would you recommend for a set of clothes for women that meet the need for unique accessories suitable for themed gatherings?,A2CN8TX4N4KZH0,B008JJOTXI|B00FGCM9MO|B005LC9P7G|B002ZZTVJY,1,"The user has a strong interest in rockabilly and retro styles, as indicated by their preference for items like the Hell Bunny cardigan and Lux De Ville handbag.",-1,,-9.9698715,6.9,890,What would you recommend for women's sunglasses that meet the need for unique accessories suitable for themed gatherings and outdoor events?
B00GYHMMRW,Duck Dynasty - Do It Quickly T-Shirt,"Shirts | Clothing | T-Shirts | Men | Novelty, Costumes & More | Novelty",I want a men's novelty T-shirt that features unique and themed designs.,A33IYETJ5C08YM,B00DH6E2XK|B00C20D36O|B007RNAL0M|B00A9YX626|B00AYSR2T0|B00AEB7VCA|B008ROG89S|B002HIL50C|B00AWMBZR8|B00D6BILEW|B00D7E6IE8|B00AWMBZAA|B00AVTODUS|B004UUK42A|B00B9HU0LW|B0063AS7S8|B005KE1ZYG|B0091KYB2I|B00D3PSMN6|B00AEB8DOA|B004Z1CZDK|B0036FP7OK|B006AXEONU|B004J2F6KY|B006WJC8K8|B009NVJDQ4|B0093KUMP6|B005H3BA4A|B005PMKOCC|B007XRC5PQ|B004KB5HQW|B007WPHQJ4|B006CAB0S8|B003YE4OHY|B008BSYEZU|B007XRC4WU|B005FAS9GC|B00BHNQI8C|B006VVOT8G,-1,"The user shows a strong preference for novelty and themed apparel, particularly those related to fantasy themes such as Harry Potter. They also favor unique and exotic clothing styles, including corsets and dresses with distinctive designs.",1,men's novelty T-shirt that features unique and themed designs,-4.5700126,,698143,I want a men's novelty T-shirt that features unique and themed designs suitable for fantasy events.
B00EUNVWQY,Delsey Luggage Helium Sky Carry-On EXP Spinner Suiter Trolley,Suitcases | Luggage | Luggage & Travel Gear,Could you recommend a suitcase that fits my needs for weekend getaways?,A35CBVTM1J0FCX,B000UQSKU6|B0007YVP1W|B003ZYXUBY|B001TUZS98|B008L41DIU|B003H9LRYE,0,"The user shows a preference for practical and functional items, such as compression socks for travel and a laundry soap kit, suggesting a focus on convenience and utility during travel.",1,suitcase for weekend getaways,-5.7663484,64.98,50880,Could you recommend a suitcase that fits my needs for weekend getaways and business trips?
B006CQZ9ZW,Ed Hardy BC200 Womens Open Toe Textile Flip Flops Sandals Shoes,"Women | Shoes | Ed Hardy | E | Sandals | Street, Surf & Skate",I’m searching for women's sandals that are stylish.,A2HFVPDXZUL7DP,B00CMTF8XQ|B00EAJ7VE0|B00EAZ9PR0,-1,The user has a unique preference for handmade and beaded designs in their footwear choices.,1,women's sandals that are stylish,-8.066002,19.99,1718556,"I’m searching for women's sandals that are stylish and suitable for street, surf, and skate activities."
B000ARPN1O,Tamarac by Slippers International Men's Scuffy 8117 Clog Slipper,Slippers | Shoes | Men | Winter Promo,I’d like a men's slipper that’s great for winter.,A2H2T7YX7FE04D,B004I49NEI|B0026MRJPE|B0000V9E3S,-1,"The user shows a preference for seasonal or themed clothing, as seen in the choice of a pajama set with a reindeer pattern.",1,men's slipper that’s great for winter,-3.4467816,,845,I’d like a men's slipper that’s great for winter comfort.
B00AFUGCNE,Sugoi Men's Titan Ice Short Sleeve Tee,Active Shirts & Tees | Active | Clothing | Men,Can you suggest a men's active short sleeve tee shirt that will help with outdoor adventures?,AT7T0CPPCNRA1,B007OUS196|B003KG9Z84|B009PVGBP8|B001EOINXC|B0001ZNZJM|B001AOZVSQ|B002HWRWRS|B00368CL0A|B003FKTC7Y|B004I8NY12|B0027VT6A0,0,"The user shows a strong interest in novelty and costume items, particularly those related to themes such as Victorian and pirate styles.",1,men's active short sleeve tee shirt,-2.3896728,,114926,Can you suggest a men's active short sleeve tee shirt that will help with outdoor adventures and layering options?
B008RWDNBG,D.E.P.T. Women's Dandy Boucle Blazer,Women | Clothing | Suits & Blazers | Blazers | Casual | Wear to Work,Could you guide me to a set of clothes that is best suited for networking events?,A3N3KRDTYDGKJI,B003KQ696A|B00DDKNC86|B003OYPMBQ|B004NMR6L2|B009YI4PV4|B005ISZ6N0,1,"The user has a strong preference for woolen materials and possibly enjoys products that offer warmth and comfort, as indicated by the purchase of a worsted wool watch cap.",-1,,-4.8891497,98.97,670458,Could you guide me to a blazer that is best suited for networking events and professional gatherings?
B003F8ABLW,Lucky Brand Mystic Road Trip Short Skirt - Dazed Marble - M/L,Women | Cover-Ups | Clothing | L | Swim | Petite | Swimsuits & Cover Ups | Lucky Brand,Can you recommend a women's skirt that is comfortable and practical?,A29UKRDC4SQJS1,B005Y0R2L6|B004HY01UY|B002MPQM76,-1,"The user has a preference for casual and comfortable clothing items, particularly those that offer features like tummy control and easy wearability.",1,women's skirt that is comfortable and practical,-10.193425,,1242170,Can you recommend a women's skirt that is comfortable and practical for casual wear?
