id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,hit_rate,mrr,ndcgs,fail,pattern_used
B003NWS5AO,Band Of Joy,Classic Rock | Album-Oriented Rock (AOR),10.98,4.5,AFL4AOHMYH5OT5VTBMK7YTYPFSXA,B00192KCQ0|B000KGGB2A|B000UMQDHC|B000UFAURI|B000RLIYZA|B00065GIM8|B000002VCU|B000ELJBAK|B00005UEPL|B000001ELF|B00000C28K|B000PC1QLU|B000RGSOBO|B000PMLFRU|B000000OAL|B000000OBJ|B0000072IT|B0000457EU|B000002J0B|B000IOM0YM|B000002PCO|B000H7JD4K|B000002OX7|B000IONLN6|B000H30BCM|B000I8OFZU|B0009A1AS2|B000065DWB|B000051Y0I|B00004YC1W|B000AA3052|B00009Z570|B00000721O|B000B2YQDE|B000002U82|B00004Y6NP|B00000DQWC|B000005IL1|B000F7MG4G|B000FC2HT0|B000002J29|B000003ORJ|B0000AQVCL|B00004TDJ9|B000EJ9MTW|B000000OAC|B0007LLPM4|B000069KN8|B00097A5HC|B000E6UK5K|B00000I01H|B0000973HA|B0000025HO|B000AL730O|B000B5KRTI|B00006BTAN|B000001EL1|B000001ESD|B000024D4R|B000002J09|B000002KDO,Can you help me pick a tune for a nostalgic road trip with friends?,1,The user has a unique preference for album-oriented rock and enjoys both classic and progressive rock albums. They also show an interest in remastered editions and complete greatest hits collections.,Can you help me pick a tune for a nostalgic road trip? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B00000BIK4,Tales From the Engine Room,Rock | Progressive Rock | Progressive,13.96,4.2,AFOA76IQKFLF6ASR2JN2XOCKKLPA,B000092IR9|B00JREWN2S|B00MHS5738|B0002BGTUW|B001EDKXXG|B00006372V|B00BRLBHNA|B002N7FIPA|B0027LZ48S|B00TEQMKH2,I'm looking for music with complex structures and experimental sounds to enjoy during a thought-provoking evening at home.,1,"The user has a unique preference for live music recordings and collections of singles, as indicated by their interest in albums like 'Live in Rome' and 'Singles 89-95'.",I'm looking for music with complex structures to enjoy during a thought-provoking evening at home. Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B0002OERI0,American Idiot Import       Explicit Lyrics,American Punk | Indie & Alternative | Hardcore & Punk,10.0,4.7,AFEM4KE5RFEPU7HMP2REQV6OJQ7Q,B000A7Q27I|B000ANVQ5K|B000AGTQKO|B00004KD44|B000008HH2|B0001Z48OS|B000002JS6|B00000IGQU|B00005AMIH|B00006BTBN|B000008OHS|B000001G1R|B000A9QKN2,Do you know any music that would work well for expressing youthful rebellion?,1,The user has a unique preference for glam and album-oriented rock (AOR) music.,Do you know any music that would work well for expressing rebellion? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B000BM7U7I,Come & Get It,Pop | Dance Pop,99.0,4.8,AHB3RR375WIU5GJBIJYN7FDRH67Q,B000BEPLWM|B0009R34QQ|B0007M22KM|B0007VUBFQ|B0002I94E8|B000127MP8,Can you help me pick a track for a lively party playlist?,1,The user has a unique preference for music that blends elements of dance pop and adult alternative styles.,Can you help me pick a track for a lively party playlist? Please recommend me some different styles of music.,-1.0,,0.425,1.0,0.8617678020318607,0,template_12
B000B5KR2A,Fresh Fruit for Rotting Vegetables,Indie & Alternative | American Punk | Hardcore & Punk,35.99,4.8,AGCNWFFCADSGJIJWWT54EXQAEZNQ,B000ADKTN0|B0009SQ38G|B00006RYB8|B00097HN40|B00005QK1A|B00008OWZG|B0006210X8|B0000248JQ|B0000CDLA7|B0000C0FHU|B0000AN196|B00009QRBK|B0000507DU,I'm after a playlist that works best for a late-night drive to clear my mind.,1,The user has a unique preference for subgenres such as Thrash & Speed Metal and Progressive Metal.,I'm after a playlist that works best for a late-night drive. Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B00005S85L,Beautiful Tomorrow,Electronica | Dance & Electronic,4.94,4.6,AF36RMNDBBX3W5FPTQZVF4IQQCPA,B00005LMNU|B00004U8SI|B00000I0PM|B000031WG5|B00005O7U9,I'm searching for a track that boosts my creativity while working on projects.,1,"The user has a unique preference for sub-genres such as Techno, Electronica, and House, and shows an interest in imported music compilations.",I'm searching for a track that boosts my creativity. Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B000084U3P,The Essential Ozzy Osbourne,Pop | Soft Rock,13.94,4.8,AEMRE2U2XMXU5XU3QKUFJE243U4Q,B000MQ55RA|B00005Y228|B00004ZB9D|B00009KQBB,Whatâs the best music I can use for a mellow evening with friends?,1,"The user has a unique preference for Euro Pop and Techno music, indicating a taste for energetic and rhythmic sounds.",Whatâs the best music I can use for a mellow evening with friends? Please recommend me some different styles of music.,-1.0,,0.425,1.0,0.6676559103336437,0,template_12
B000000WFF,Spiceworld,Adult Contemporary | Pop,10.98,4.8,AGQDGOJT3ILBUUJCA2SRKEZYYTSA,B000000WCA|B00007GUIO|B00012UZ2A|B00020HEH0|B00008NGA5|B00009WHS8|B000089GIO|B00005Y228|B00006IX86,Could you recommend a tune that evokes nostalgia for a mellow evening at home?,1,"The user has a unique preference for music that blends elements of pop with adult contemporary and dance influences, suggesting a taste for catchy, yet sophisticated and rhythmic tunes.",Could you recommend a tune that evokes nostalgia for a mellow evening at home? Please recommend me some different styles of music.,-1.0,,0.7666666666666667,1.0,0.9868430493270298,0,template_12
B000002U0R,Down Every Road 1962-1994,Bakersfield Sound | Classic Country | Country,99.0,4.8,AHKRBLSRS2XML2QIJYKTRXXPYISQ,B0000DFZZV|B000002GFC|B000002GVW|B0026IZR3E|B000BYCAJE,Could you recommend a music compilation that's perfect for a nostalgic family gathering?,1,The user has a unique preference for album-oriented rock and enjoys exploring today's deals in music.,Could you recommend a music compilation that's perfect for a nostalgic family gathering? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B000002I3Y,Amazing Grace,Soul | Southern Soul | R&B,25.93,4.7,AEJDYLIU2ZFSBV2O3E5KUNNQCREQ,B06XSDC2G1|B0734BGLLQ|B00BYCT3T2|B001GUJ9JQ,Could you guide me to a soulful track that is best suited for emotional healing and spiritual connection?,1,"The user has a unique preference for music that includes CD rarities and Motown influences, as well as a seasonal interest in Christmas-themed music.",Could you guide me to a soulful track that is best suited for emotional healing? Please recommend me some different styles of music.,-1.0,,0,0,0,1,error
B07FSVYRXJ,Toxicity,Hard Rock | Rock,19.97,4.9,AEKQRLEDOXNAOBCQ7UUP5PDO634Q,B00F5YTI2M|B005STGJPI|B01CODVHZW|B078FHJKKY|B00008J2WB|B01H4X2JI6|B01MCZ9742|B004OKFIRW|B002WNU0M6|B01GGJV5VQ|B00YJKGUZQ|B00IXHC0QY|B00JMBQE76|B010T34MLU|B01LTHN0DG|B000000OU2|B003U82OJO|B002PL5GTC,Could you recommend a track that boosts my energy during intense workouts?,1,"The user shows a unique preference for American Alternative and Indie music, as well as a fondness for remastered and greatest hits collections.",Could you recommend a track that boosts my energy during workouts? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B00000E5MU,Never Run Never Hide,Hard Rock | CDs Under $7 | Hard Rock & Metal | Today's Deals in Music,59.0,4.7,AET7FZPX2BX2NKCSVU6WJM52PUGA,B004YMAYEW|B000GBEOKU|B00007BKHU|B012UNH24Q|B00000331T|B00004WF5I|B000003IVB|B0009NSDRU|B000003MSH|B000002HOF|B00000348G|B000002VTL|B00080EUY4|B000002ILE|B0000AGWFX|B000002P1T|B00003XA89|B001QI6ADQ|B000002AQQ|B00CMB8MXC|B0007OY474|B001U7ADZ4,I need something like a music CD that's great for an intense workout and is budget-friendly.,1,"The user shows a particular interest in themed music collections, such as '20th Century Masters' and soundtracks from popular movies. They also seem to appreciate music that is part of special deals or promotions, such as 'Today's Deals in Music' and CDs priced between $7 - $10.",I need something like a music CD that's great for an intense workout and is budget-friendly. Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B00028X26Y,Now Playing: Movie Themes - Solo Piano,Smooth Jazz | Jazz,29.92,4.9,AFSRWWPA2J5ILNXEV4FEDQ66WRQA,B001BBOSBE|B0034XRCV0|B00080Z78C|B00000855D,Can you point me to a piano piece thatâs best for a romantic evening at home?,1,"The user has a unique preference for original cast recordings and artists like John Barrowman and Benzali, indicating a specific interest in musical theater performances.",Can you point me to a piano piece thatâs best for a romantic evening at home? Please recommend me some different styles of music.,-1.0,,0.475,1.0,0.8762717075182239,0,template_12
B00003002E,Steppenwolf: All Time Greatest Hits,Classic Rock | Album-Oriented Rock (AOR),9.89,4.7,AHEB5CBIC3XM6JHTDUB73DUCPIPA,B00004ZB9D|B00004WXH1|B000063S6Z|B000002MKM|B000002B30|B002ECN4P0|B00006L736|B000HEVYR2|B00U1ZLZTY|B000003N4G|B0018TLRUE,Can you suggest a music compilation for a nostalgic road trip with classic rock vibes?,1,"The user has a unique preference for Album-Oriented Rock (AOR) and ambient music, indicating a taste for both structured rock albums and atmospheric soundscapes.",Can you suggest a music compilation for a nostalgic road trip? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B007RV4BDW,Bring Heavy Rock To The Land,Hard Rock | Rock,42.16,4.2,AGWKVVLIQPNZZC7MYPZMOTDXRNHQ,B001MRMS8M|B00P7PKFQC|B00000347E|B00000JPCV|B000009SFB|B00005QIUJ|B00008FKJN|B00005YDNG|B0000074PR|B00000DP1H|B0039BD77A|B0012OTVR6|B001TRDPB4|B003KQKAMY,I need something like a playlist thatâs good for boosting my energy during an intense workout.,1,"The user shows a unique preference for Scandinavian music and artists, as well as a strong inclination towards metal music.",I need something like a playlist thatâs good for boosting my energy during an intense workout. Please recommend me some different styles of music.,-1.0,,0.9,1.0,0.9350333982795949,0,template_12
B004LP601S,Vices & Virtues,Adult Alternative | Pop,7.69,4.8,AFRIIXVVMUJWHPHKPTFQH3ACYKMA,B07RC8KSWK|B07D3H67CX|B014IL5JAM|B00E6F13W4,Can you recommend a tune that helps me express my emotions after a long day?,1,"The user shows a preference for music albums that are characterized by unique and diverse sounds, often associated with indie and alternative music scenes.",Can you recommend a tune that helps me express my emotions? Please recommend me some different styles of music.,-1.0,,0.4,1.0,0.7195876830925113,0,template_12
B00VXGTJMU,Django and Jimmie,Today's Country | Country,11.98,4.7,AGKQTIAK6743LPXZJXLAKJULO36A,B000028U0Y|B00JXZNFP0|B00014GHP2|B000002WWJ|B001R1KO48|B000HC2PCM|B008VTRKJG|B005803T50|B0084DTWQI|B00O9KZUHU|B008VTRJBK|B0045DO888|B00B8O4V34|B000001E9L|B0009RQSD2|B000RY01VC|B000ROAKI6|B000639YTO|B008DVJOWS|B016W64BIC,Iâd like a music recommendation thatâs perfect for a lively evening at a honky-tonk bar.,1,"The user shows a particular interest in collections and greatest hits albums, suggesting a preference for comprehensive compilations of an artist's work.",Iâd like a music recommendation thatâs perfect for a lively evening at a honky-tonk bar. Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B000000NY4,This Is the One Dig,Stride Piano | Traditional Jazz & Ragtime | Jazz,10.0,4.2,AG2LQI72TRDCDS4MYRWDUKA3BRVQ,B000000NY4|B000000NY4|B00EOYK64I|B00EOYK64I|B00EOYK64I|B000000NXT|B000000NXT|B000000NXT|B000CPWCQS|B000CPWCQS|B000CPWCQS|B000000XOA|B000000XOA|B000000XOA|B0000031MJ|B0000031MJ|B0000031MJ|B000000Z57|B000000Z57|B000000Z57|B00BHWG1P8|B00BHWG1P8|B00BHWG1P8|B000UZ4D1M|B000UZ4D1M|B000UZ4D1M|B007O2LIB2|B007O2LIB2|B007O2LIB2|B000003H8O|B000003H8O|B000003H8O|B00005AAVP|B00005AAVP|B00005AAVP|B00280LSTC|B00280LSTC|B00280LSTC|B000005XDM|B000005XDM|B000005XDM|B00DBQ0AV4|B00DBQ0AV4|B00DBQ0AV4|B00BSO2U1Y|B00BSO2U1Y|B00BSO2U1Y|B0015LBBCO|B0015LBBCO|B0015LBBCO,Do you have any suggestions for a music piece that would be good for an energetic live performance?,1,"The user shows a unique preference for stride piano and musicals, suggesting a fondness for complex piano compositions and theatrical music performances.",Do you have any suggestions for a music piece that would be good for an energetic performance? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B01N7UHKP0,Lifer,Pop & Contemporary | Christian & Gospel,11.44,4.8,AGPHODZ4Z42D6IL365NNYPZMZLYQ,B0075SEAGA|B00YAWIZZQ|B00E6F1360|B005FT2MN4|B00AO7HOE4|B00CMYRLV8|B007G9NE24,I'm looking for a tune that lifts my spirits during personal reflection time.,1,"The user has a unique preference for music that blends elements of dance pop with Christian themes, indicating a taste for uplifting and energetic music.",I'm looking for a tune that lifts my spirits during personal reflection time. Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B000002IYS,Hints Allegations and Things Left Unsaid,Indie & Alternative | American Alternative | Alternative Rock,9.48,4.7,AEO662TACYMWDERQES5JU2KEAW4Q,B000008K1F|B000002585|B000002LNQ|B00MI7120K|B000002IW6|B00005LMMD|B002CPD5MQ|B000008KRZ|B000WTZ78Y|B000050I3L|B000050HVR|B0000033L1|B00S5JO44G|B0000033KP,I'm looking for a music album that provides a nostalgic and emotional experience for a late-night drive.,1,"The user shows a particular interest in music deals and budget-friendly options, as indicated by the frequent keyword 'Today's Deals in Music' and 'CDs $7 - $10'.",I'm looking for a music album that provides a nostalgic experience for a late-night drive. Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B000002MNF,The Hits / The B-Sides,Dance Pop | Pop,21.31,4.8,AHLPK3OYWWZESSNIPAMAN5ZA2Q3A,B0000249DO|B000000WIW|B000002V07|B00005QITR|B000FVQYYK|B00008PX8O|B000002L8P|B00CUKTGJO|B0073ODRKG,I'm interested in a music compilation that can help me relive the energy of 80s and 90s dance parties.,1,The user shows a unique preference for European music influences and has a particular interest in artists who have had a significant impact on the Indie & Alternative music scene.,I'm interested in a music compilation that can help me relive the energy of 80s and 90s dance parties. Please recommend me some different styles of music.,-1.0,,0.0,0.0,0.0,1,template_12
B00016MT6Q,Rammstein - Lichtspielhaus,Progressive Metal | Rock | Progressive,11.98,4.7,AHCZCD6CZZ4CXDCB7UGYEZEHYF7Q,B000QCS2UM|B000YEUUCK|B0012PK07A|B000EHSVI2|B000E97HHG,Can you help me choose a music track for a thought-provoking evening of live performances?,1,"The user has a unique preference for live music recordings and performances, as well as a taste for Funk and R&B genres.",Can you help me choose a music track for a thought-provoking evening of live performances? Please recommend me some different styles of music.,-1.0,,0.775,1.0,0.9967930312361725,0,template_12
B000JCETC4,On an Island,Rock | Progressive Rock | Progressive,22.87,4.7,AGPJOXPAC7KYGDZYEEFCGFL6A6UQ,B00005ATM6|B0009X76LY|B00000G0XH|B000BTC5LW,I want to find music that features intricate storytelling and is perfect for a thought-provoking evening.,1,"The user has a unique preference for music that blends elements of Dance & Electronic with Smooth Jazz and Ambient sounds, indicating a taste for complex and atmospheric musical experiences.",I want to find music that features intricate storytelling for a thought-provoking evening. Please recommend me some different styles of music.,-1.0,,0.0,0.0,0.0,1,template_12
B000095J4W,The Colored Section,Electric Blues | Blues,11.71,4.7,AFL5SLNZH4VSQS7CKH5E3YGQYLZA,B00LGGKQVU|B00IJE19K4|B00LM0H3YS|B016WW10SA,Can you recommend me a track that captures intense emotions for a live performance at a music festival?,1,The user has a preference for clean versions of music and is interested in deals or promotions related to entertainment products.,Can you recommend me a track that captures intense emotions for a live performance? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B000002J01,Led Zeppelin 1,Rock Guitarists | Guitar Gods | Rock,23.98,4.8,AHBXDXKBA5M6DXCLO4KHD4KVO3LA,B0012GMY1O|B007Y57P66|B0012SWVKG|B0015NQBH2|B000UO7IMO|B00005B7RS|B004O0UNMM|B00006AWF4|B000089YBC|B000I2KJP6|B000LP4NXE|B005XO9ATK|B000000EL4|B00008PRS8|B004MAM06G|B00CMYRU0A|B007R8UVPC|B00H9EURS0|B00005LNFH|B0000CBL9E|B0002MHEJQ|B000000XHQ|B000000YOM|B00K5P3C4Q,Can you suggest a guitar-focused album for a nostalgic evening reminiscing about past concerts?,1,"The user shows a unique preference for jazz subgenres like bebop and swing, as well as a specific interest in guitar artistry and live music experiences.",Can you suggest a guitar-focused album for a nostalgic evening? Please recommend me some different styles of music.,-1.0,,0.95,1.0,0.8353234337062028,0,template_12
B000H0MKGA,B'Day,CDs $7 - $10 | Dance & DJ | Dance General | Today's Deals in Music,8.2,4.6,AGDSVCA6QKMHVSQE2HMWC6AHWCLA,B000EQ4G5K|B0009XFJ0O|B000CCBC5S|B000BISBEI|B000BNTM32,Do you have any suggestions for a vibrant music collection that would be good for a lively dance party?,1,"The user has a unique preference for music that blends international influences, particularly enjoying the fusion of Reggae and Dance Hall with R&B and Soul elements.",Do you have any suggestions for a vibrant music collection for a lively dance party? Please recommend me some different styles of music.,-1.0,,0.35,0.5,0.4765209392736229,0,template_12
0.24601449275362322,0.4396135265700483,0.3668582340672721,0.4492753623188406
