id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,primary_target_id,hit_rate,mrr,ndcgs,fail,pattern_used,direct_hr10,direct_mrr,direct_ndcg
2923,Lupe Fiasco,"hip-hop,rap,hip hop,favorite,underground hip-hop",0.0,4.0,116,1640|1941|1952|1963|2179,"I enjoy listening to artists like Nirvana, Common, Nas, Gang Starr, Eminem, Lil' Wayne. I generally like grunge rock alternative hip hop rap music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Nirvana, Common, Nas, Gang Starr, Eminem","I enjoy listening to artists like Nirvana, Common, Nas, Gang Starr, Eminem, Lil' Wayne. I generally like grunge rock alternative hip hop rap music. Can you recommend similar music artists I might enjoy?",1,2923|2924|2930|2931|2916,2923,0.675,1.0,0.9477227910719022,0,template_11,0,0.0,0.0
1180,Escape The Fate,"post-hardcore,screamo,hardcore,rock,emo",0.0,4.0,1160,2576|2840|2983|3200|3333,"I enjoy listening to artists like Skillet, blink-182, Flyleaf, Bullet for My Valentine, 36 Crazyfists, Atreyu. I generally like alternative christian rock punk pop female music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Skillet, blink-182, Flyleaf, Bullet for My Valentine, 36 Crazyfists","I enjoy listening to artists like Skillet, blink-182, Flyleaf, Bullet for My Valentine, 36 Crazyfists, Atreyu. I generally like alternative christian rock punk pop female music. Can you recommend similar music artists I might enjoy?",1,1180|2430|2850|4828|6120,1180,0.85,1.0,0.9791740335549516,0,template_11,0,0.0,0.0
2936,A Flock of Seagulls,"new wave,80s,synthpop,pop,new romantic",0.0,4.0,1163,268|511|599|877|880,"I enjoy listening to artists like And One, Duran Duran, New Order, Talk Talk, Coldplay, Madonna. I generally like synthpop ebm electronic industrial 80s new music. Can you recommend similar music artists I might enjoy?",1,"The user likes: And One, Duran Duran, New Order, Talk Talk, Coldplay","I enjoy listening to artists like And One, Duran Duran, New Order, Talk Talk, Coldplay, Madonna. I generally like synthpop ebm electronic industrial 80s new music. Can you recommend similar music artists I might enjoy?",1,2936|3171|3768|4031|4130|7324|72,2936,1.0,1.0,1.0,0,template_11,0,0.0,0.0
93,Jean-Michel Jarre,"ambient,electronic,instrumental,new age,chillout",0.0,4.0,1164,2486|2542|3186|3201|3502,"I enjoy listening to artists like Depeche Mode, Placebo, Sugababes, Lily Allen, The Strokes, Saint Etienne. I generally like electronic new wave 80s alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Depeche Mode, Placebo, Sugababes, Lily Allen, The Strokes","I enjoy listening to artists like Depeche Mode, Placebo, Sugababes, Lily Allen, The Strokes, Saint Etienne. I generally like electronic new wave 80s alternative rock music. Can you recommend similar music artists I might enjoy?",1,93|526|1061|1062|292,93,0.95,1.0,0.9888852713809857,0,template_11,0,0.0,0.0
220,Red Hot Chili Peppers,"rock,alternative rock,alternative,funk,90s",0.0,4.0,1165,993|1048|1079|1090|1116,"I enjoy listening to artists like Coldplay, Spandau Ballet, Radiohead, Placebo, Muse, Bob Dylan. I generally like alternative rock 80s new wave indie music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Coldplay, Spandau Ballet, Radiohead, Placebo, Muse","I enjoy listening to artists like Coldplay, Spandau Ballet, Radiohead, Placebo, Muse, Bob Dylan. I generally like alternative rock 80s new wave indie music. Can you recommend similar music artists I might enjoy?",1,220|533|735|715|614|1778,220,0.3,1.0,0.8737150624880056,0,template_11,0,0.0,0.0
999,Thompson Twins,"80s,new wave,pop,synthpop,british",0.0,4.0,117,377|72|91|193|1001,"I enjoy listening to artists like Talk Talk, The Cure, Yazoo, Madness, INXS, Elton John. I generally like 80s new wave pop post synthpop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Talk Talk, The Cure, Yazoo, Madness, INXS","I enjoy listening to artists like Talk Talk, The Cure, Yazoo, Madness, INXS, Elton John. I generally like 80s new wave pop post synthpop music. Can you recommend similar music artists I might enjoy?",1,999|2935|2938|2939|100|429|227,999,0.7,1.0,0.9509144819464861,0,template_11,1,1.0,1.0
4773,Krystal Meyers,"female vocalists,christian rock,rock,pop rock,female vocals",0.0,4.0,1170,1090|1109|1239|1246|1390,"I enjoy listening to artists like Lady Gaga, Arctic Monkeys, The Beatles, Kings of Leon, Lily Allen, Katy Perry. I generally like pop dance electronic female indie rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Lady Gaga, Arctic Monkeys, The Beatles, Kings of Leon, Lily Allen","I enjoy listening to artists like Lady Gaga, Arctic Monkeys, The Beatles, Kings of Leon, Lily Allen, Katy Perry. I generally like pop dance electronic female indie rock music. Can you recommend similar music artists I might enjoy?",1,4773|5439|12918|403|498|546|1048,4773,0.6,1.0,0.9930672567434993,0,template_11,0,0.0,0.0
3063,Luis Miguel,"latin,pop,ballad,spanish,latin pop",0.0,4.0,1171,306|2523|251|289|292,"I enjoy listening to artists like Marilyn Manson, Kylie Minogue, Leona Lewis, Paramore, Ricky Martin, [unknown]. I generally like metal industrial rock pop dance electronic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Marilyn Manson, Kylie Minogue, Leona Lewis, Paramore, Ricky Martin","I enjoy listening to artists like Marilyn Manson, Kylie Minogue, Leona Lewis, Paramore, Ricky Martin, [unknown]. I generally like metal industrial rock pop dance electronic music. Can you recommend similar music artists I might enjoy?",1,3063|6505|7623|257|301,3063,0,0,0,1,error,0,0.0,0.0
2044,Sarah Brightman,"female vocalists,classical,pop,new age,opera",0.0,4.0,1172,920|924|930|936|946,"I enjoy listening to artists like Madonna, Britney Spears, Katy Perry, David Guetta, Evanescence, U2. I generally like pop dance female vocalists house electronic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Madonna, Britney Spears, Katy Perry, David Guetta, Evanescence","I enjoy listening to artists like Madonna, Britney Spears, Katy Perry, David Guetta, Evanescence, U2. I generally like pop dance female vocalists house electronic music. Can you recommend similar music artists I might enjoy?",1,2044|727|2067|1109|1114,2044,0.55,1.0,0.8619866564550107,0,template_11,0,0.0,0.0
6075,Ã¥ÂÂÃ¦ÂÂ¬Ã©Â¾ÂÃ¤Â¸Â,"ambient,japanese,experimental,soundtrack,instrumental",0.0,4.0,1173,715|748|757|862|879,"I enjoy listening to artists like Air, Talk Talk, Electronic, Cut Copy, Radiohead, Arcade Fire. I generally like electronic chillout ambient trip 80s new music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Air, Talk Talk, Electronic, Cut Copy, Radiohead","I enjoy listening to artists like Air, Talk Talk, Electronic, Cut Copy, Radiohead, Arcade Fire. I generally like electronic chillout ambient trip 80s new music. Can you recommend similar music artists I might enjoy?",1,6075|6151|6189|59|72|1001|1073,6075,0.9,1.0,0.9920981320115997,0,template_11,1,0.16666666666666666,0.3562071871080222
1808,Ratt,"hair metal,80s,glam metal,hard rock,classic rock",0.0,4.0,1174,1369|1513|1522|2343|2363,"I enjoy listening to artists like AC/DC, Metallica, Ozzy Osbourne, Alice Cooper, Slayer, Iron Maiden. I generally like hard rock classic metal thrash heavy music. Can you recommend similar music artists I might enjoy?",1,"The user likes: AC/DC, Metallica, Ozzy Osbourne, Alice Cooper, Slayer","I enjoy listening to artists like AC/DC, Metallica, Ozzy Osbourne, Alice Cooper, Slayer, Iron Maiden. I generally like hard rock classic metal thrash heavy music. Can you recommend similar music artists I might enjoy?",1,1808|843|1803|2785|4807,1808,1.0,1.0,1.0,0,template_11,0,0.0,0.0
5666,Volbeat,"metal,heavy metal,seen live,groove metal",0.0,4.0,1176,823|830|834|841|843,"I enjoy listening to artists like Muse, Green Day, Linkin Park, Cascada, blink-182, Ke$ha. I generally like alternative rock punk nu metal dance music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Muse, Green Day, Linkin Park, Cascada, blink-182","I enjoy listening to artists like Muse, Green Day, Linkin Park, Cascada, blink-182, Ke$ha. I generally like alternative rock punk nu metal dance music. Can you recommend similar music artists I might enjoy?",1,5666|198|209|779|1195|1196|1672,5666,1.0,1.0,1.0,0,template_11,0,0.0,0.0
4474,Luan Santana,"country,country pop,portugues",0.0,4.0,1178,475|479|533|679|683,"I enjoy listening to artists like Muse, Arctic Monkeys, Britney Spears, Kelly Clarkson, Christina Aguilera, David Cook. I generally like alternative rock indie british pop dance music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Muse, Arctic Monkeys, Britney Spears, Kelly Clarkson, Christina Aguilera","I enjoy listening to artists like Muse, Arctic Monkeys, Britney Spears, Kelly Clarkson, Christina Aguilera, David Cook. I generally like alternative rock indie british pop dance music. Can you recommend similar music artists I might enjoy?",1,4474|6539|4828|5746|366|544,4474,0.7,1.0,0.9878316351280039,0,template_11,0,0.0,0.0
3462,[unknown],"soundtrack,pop,rock,alternative,k-pop",0.0,4.0,1179,466|498|530|533|538,"I enjoy listening to artists like Coldplay, Lady Gaga, Duffy, Kings of Leon, Rihanna, Britney Spears. I generally like alternative rock pop dance electronic female music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Coldplay, Lady Gaga, Duffy, Kings of Leon, Rihanna","I enjoy listening to artists like Coldplay, Lady Gaga, Duffy, Kings of Leon, Rihanna, Britney Spears. I generally like alternative rock pop dance electronic female music. Can you recommend similar music artists I might enjoy?",1,3462|4716|7868|8155|8161|220|546,3462,0.7,1.0,0.9459865451478005,0,template_11,0,0.0,0.0
1406,The Offspring,"punk,punk rock,rock,90s,alternative rock",0.0,4.0,118,830|834|978|1145|1350,"I enjoy listening to artists like Eels, Simple Plan, Three Days Grace, Paramore, LaFee, In Flames. I generally like alternative indie rock singer punk pop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Eels, Simple Plan, Three Days Grace, Paramore, LaFee","I enjoy listening to artists like Eels, Simple Plan, Three Days Grace, Paramore, LaFee, In Flames. I generally like alternative indie rock singer punk pop music. Can you recommend similar music artists I might enjoy?",1,1406|2940|2941|2959,1406,1.0,1.0,1.0,0,template_11,0,0.0,0.0
3316,Sean Paul,"hip-hop,rap,dance,hip hop,reggae",0.0,4.0,1180,477|484|527|531|546,"I enjoy listening to artists like Coldplay, Madonna, Lady Gaga, Michael Jackson, Kings of Leon, Brandy. I generally like alternative rock pop dance female vocalists music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Coldplay, Madonna, Lady Gaga, Michael Jackson, Kings of Leon","I enjoy listening to artists like Coldplay, Madonna, Lady Gaga, Michael Jackson, Kings of Leon, Brandy. I generally like alternative rock pop dance female vocalists music. Can you recommend similar music artists I might enjoy?",1,3316|3730|6389|7340|8067|9907,3316,0,0,0,1,error,0,0.0,0.0
3893,This Mortal Coil,"gothic,alternative,ambient,4ad,new wave",0.0,4.0,1181,1253|1886|1964|2030|2139,"I enjoy listening to artists like The National, David Bowie, EinstÃÂ¼rzende Neubauten, Boards of Canada, Crystal Castles, PJ Harvey. I generally like indie rock alternative classic 80s industrial music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The National, David Bowie, EinstÃÂ¼rzende Neubauten, Boards of Canada, Crystal Castles","I enjoy listening to artists like The National, David Bowie, EinstÃÂ¼rzende Neubauten, Boards of Canada, Crystal Castles, PJ Harvey. I generally like indie rock alternative classic 80s industrial music. Can you recommend similar music artists I might enjoy?",1,3893|6217|6824|6910|8680,3893,0.475,1.0,0.80798866738206,0,template_11,0,0.0,0.0
769,Isis,"post-rock,sludge,post-metal,experimental,metal",0.0,4.0,1182,1401|1418|1943|2419|2574,"I enjoy listening to artists like The Cure, God Is an Astronaut, Thom Yorke, Erykah Badu, She & Him, JÃÂ³nsi. I generally like new wave 80s post rock instrumental music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The Cure, God Is an Astronaut, Thom Yorke, Erykah Badu, She & Him","I enjoy listening to artists like The Cure, God Is an Astronaut, Thom Yorke, Erykah Badu, She & Him, JÃÂ³nsi. I generally like new wave 80s post rock instrumental music. Can you recommend similar music artists I might enjoy?",1,769|154|4024|6759|616,769,0.6,1.0,0.9704091209634448,0,template_11,0,0.0,0.0
4831,Display,"emo,screamo,post-hardcore",0.0,4.0,1183,779|813|816|818|1044,"I enjoy listening to artists like The All-American Rejects, Angels & Airwaves, Gloria, Suicide Silence, BrokeNCYDE, Eyes Set to Kill. I generally like rock alternative pop punk post hardcore music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The All-American Rejects, Angels & Airwaves, Gloria, Suicide Silence, BrokeNCYDE","I enjoy listening to artists like The All-American Rejects, Angels & Airwaves, Gloria, Suicide Silence, BrokeNCYDE, Eyes Set to Kill. I generally like rock alternative pop punk post hardcore music. Can you recommend similar music artists I might enjoy?",1,4831|5630|846|1274|1206|494,4831,0.7,1.0,0.8824387627196181,0,template_11,0,0.0,0.0
3557,Aqua,"pop,dance,90s,electronic,hit",0.0,4.0,1184,329|331|466|485|525,"I enjoy listening to artists like Kylie Minogue, Goldfrapp, Lady Gaga, Robbie Williams, Scissor Sisters, Green Day. I generally like pop dance electronic female vocalists trip music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Goldfrapp, Lady Gaga, Robbie Williams, Scissor Sisters","I enjoy listening to artists like Kylie Minogue, Goldfrapp, Lady Gaga, Robbie Williams, Scissor Sisters, Green Day. I generally like pop dance electronic female vocalists trip music. Can you recommend similar music artists I might enjoy?",1,3557|3948|4024|5239|6527|8067|67,3557,0.55,1.0,0.9098052407296103,0,template_11,0,0.0,0.0
690,Marina & the Diamonds,"indie,female vocalists,indie pop,electronic,alternative",0.0,4.0,1185,1609|389|7660|64|81,"I enjoy listening to artists like Morcheeba, Duffy, Keane, Kings of Leon, Britney Spears, BeyoncÃÂ©. I generally like trip hop chillout downtempo soul female music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Morcheeba, Duffy, Keane, Kings of Leon, Britney Spears","I enjoy listening to artists like Morcheeba, Duffy, Keane, Kings of Leon, Britney Spears, BeyoncÃÂ©. I generally like trip hop chillout downtempo soul female music. Can you recommend similar music artists I might enjoy?",1,690|2137|7781|65|199|1971,690,1.0,1.0,1.0,0,template_11,0,0.0,0.0
5754,Eliza Doolittle,"pop,indie,female vocalists,folk,female vocalist",0.0,4.0,1186,323|349|430|466|485,"I enjoy listening to artists like Kylie Minogue, Madonna, Katie Melua, Duffy, Enrique Iglesias, Mariah Carey. I generally like pop dance electronic female vocalists jazz music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Madonna, Katie Melua, Duffy, Enrique Iglesias","I enjoy listening to artists like Kylie Minogue, Madonna, Katie Melua, Duffy, Enrique Iglesias, Mariah Carey. I generally like pop dance electronic female vocalists jazz music. Can you recommend similar music artists I might enjoy?",1,5754|5767|8589|89|292|889,5754,0.75,1.0,0.8762708852159283,0,template_11,0,0.0,0.0
6409,Black Moth Super Rainbow,"experimental,psychedelic,electronic,indie,seen live",0.0,4.0,1187,863|1098|1242|1416|1709,"I enjoy listening to artists like Daft Punk, Gorillaz, Pink Floyd, The Beatles, Spoon, Animal Collective. I generally like electronic dance electronica house alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Daft Punk, Gorillaz, Pink Floyd, The Beatles, Spoon","I enjoy listening to artists like Daft Punk, Gorillaz, Pink Floyd, The Beatles, Spoon, Animal Collective. I generally like electronic dance electronica house alternative rock music. Can you recommend similar music artists I might enjoy?",1,6409|6824|9825|12002,6409,0.55,1.0,0.7733119359530559,0,template_11,0,0.0,0.0
6453,The Academy Is...,"alternative,pop punk,indie,rock,emo",0.0,4.0,1188,697|703|895|1032|1062,"I enjoy listening to artists like Kylie Minogue, RÃÂ¶yksopp, Lady Gaga, James Blunt, The Killers, Rihanna. I generally like pop dance electronic female chillout electronica music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, RÃÂ¶yksopp, Lady Gaga, James Blunt, The Killers","I enjoy listening to artists like Kylie Minogue, RÃÂ¶yksopp, Lady Gaga, James Blunt, The Killers, Rihanna. I generally like pop dance electronic female chillout electronica music. Can you recommend similar music artists I might enjoy?",1,6453|7071|7324|8589|207|3200|1983,6453,0.35,1.0,0.6516451561774752,0,template_11,0,0.0,0.0
89,Lady Gaga,"pop,dance,electronic,female vocalists,lady gaga",0.0,4.0,1189,531|535|542|543|701,"I enjoy listening to artists like Green Day, Mariah Carey, Rihanna, Christina Aguilera, BeyoncÃÂ©, Jennifer Lopez. I generally like punk rock rnb pop female vocalists music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Green Day, Mariah Carey, Rihanna, Christina Aguilera, BeyoncÃÂ©","I enjoy listening to artists like Green Day, Mariah Carey, Rihanna, Christina Aguilera, BeyoncÃÂ©, Jennifer Lopez. I generally like punk rock rnb pop female vocalists music. Can you recommend similar music artists I might enjoy?",1,89|289|461|544|686|485|5150,89,0.4,1.0,0.6508321844360451,0,template_11,0,0.0,0.0
923,Children of Bodom,"melodic death metal,metal,death metal,finnish,power metal",0.0,4.0,119,1134|1743|1994|2172|2211,"I enjoy listening to artists like Porcupine Tree, Opeth, Katatonia, In Flames, Soilwork, Dark Tranquillity. I generally like progressive rock psychedelic metal death doom music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Porcupine Tree, Opeth, Katatonia, In Flames, Soilwork","I enjoy listening to artists like Porcupine Tree, Opeth, Katatonia, In Flames, Soilwork, Dark Tranquillity. I generally like progressive rock psychedelic metal death doom music. Can you recommend similar music artists I might enjoy?",1,923|930|936|1339|2963|2969|2966,923,0.7,1.0,0.7689439748684337,0,template_11,0,0.0,0.0
689,Florence + the Machine,"indie,indie pop,british,alternative,female vocalists",0.0,4.0,1190,2582|3693|3700|3730|3738,"I enjoy listening to artists like Daft Punk, Moby, Radiohead, Arcade Fire, Bloc Party, Sigur RÃÂ³s. I generally like electronic dance electronica house ambient chillout music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Daft Punk, Moby, Radiohead, Arcade Fire, Bloc Party","I enjoy listening to artists like Daft Punk, Moby, Radiohead, Arcade Fire, Bloc Party, Sigur RÃÂ³s. I generally like electronic dance electronica house ambient chillout music. Can you recommend similar music artists I might enjoy?",1,689|1412|231|3767|440|225,689,0.95,1.0,0.9923684985411616,0,template_11,0,0.0,0.0
1380,Blue October,"alternative rock,rock,alternative,indie,indie rock",0.0,4.0,1191,67|220|706|985|1358,"I enjoy listening to artists like Daft Punk, Pink Floyd, The Beatles, The Killers, P!nk, Black Eyed Peas. I generally like electronic dance electronica house progressive rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Daft Punk, Pink Floyd, The Beatles, The Killers, P!nk","I enjoy listening to artists like Daft Punk, Pink Floyd, The Beatles, The Killers, P!nk, Black Eyed Peas. I generally like electronic dance electronica house progressive rock music. Can you recommend similar music artists I might enjoy?",1,1380|1810|5072|1099|1639|1397,1380,0.55,1.0,0.9409782754459297,0,template_11,0,0.0,0.0
51,Duran Duran,"80s,new wave,pop,new romantic,duran duran",0.0,4.0,1192,707|854|856|859|959,"I enjoy listening to artists like Coldplay, Portishead, Pink Floyd, The Cranberries, Keane, Blur. I generally like alternative rock trip hop electronic chillout music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Coldplay, Portishead, Pink Floyd, The Cranberries, Keane","I enjoy listening to artists like Coldplay, Portishead, Pink Floyd, The Cranberries, Keane, Blur. I generally like alternative rock trip hop electronic chillout music. Can you recommend similar music artists I might enjoy?",1,51|159|614|2347|4179|735|860,51,0.7,1.0,0.9447034474042262,0,template_11,0,0.0,0.0
9285,Jamie Woon,"chillout,ambient,electronic,dubstep",0.0,4.0,1194,1098|1109|1116|1131|1148,"I enjoy listening to artists like Daft Punk, Coldplay, Madonna, Sade, Depeche Mode, Burial. I generally like electronic dance electronica house alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Daft Punk, Coldplay, Madonna, Sade, Depeche Mode","I enjoy listening to artists like Daft Punk, Coldplay, Madonna, Sade, Depeche Mode, Burial. I generally like electronic dance electronica house alternative rock music. Can you recommend similar music artists I might enjoy?",1,9285|7152|64|1705|4922,9285,1.0,1.0,1.0,0,template_11,0,0.0,0.0
453,Silverchair,"grunge,rock,alternative,alternative rock,90s",0.0,4.0,1196,966|1116|1239|1406|1415,"I enjoy listening to artists like The Cure, Red Hot Chili Peppers, Green Day, Evanescence, blink-182, Limp Bizkit. I generally like new wave 80s post rock alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The Cure, Red Hot Chili Peppers, Green Day, Evanescence, blink-182","I enjoy listening to artists like The Cure, Red Hot Chili Peppers, Green Day, Evanescence, blink-182, Limp Bizkit. I generally like new wave 80s post rock alternative music. Can you recommend similar music artists I might enjoy?",1,453|705|854|856|982|3946,453,0.85,1.0,0.9669552055382912,0,template_11,0,0.0,0.0
3397,Heidi Montag,"pop,dance,female vocalists,love,rnb",0.0,4.0,1197,523|679|681|686|704,"I enjoy listening to artists like Kylie Minogue, Lady Gaga, Mariah Carey, Rihanna, Britney Spears, Kelly Clarkson. I generally like pop dance electronic female rnb vocalists music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Lady Gaga, Mariah Carey, Rihanna, Britney Spears","I enjoy listening to artists like Kylie Minogue, Lady Gaga, Mariah Carey, Rihanna, Britney Spears, Kelly Clarkson. I generally like pop dance electronic female rnb vocalists music. Can you recommend similar music artists I might enjoy?",1,3397|3497|4254|4488|4560|10640,3397,0.85,1.0,0.9542668743260208,0,template_11,0,0.0,0.0
298,Lily Allen,"pop,female vocalists,british,britpop,singer-songwriter",0.0,4.0,1198,3404|324|464|526|89,"I enjoy listening to artists like Arctic Monkeys, My Chemical Romance, Britney Spears, Kelly Clarkson, P!nk, David Guetta. I generally like indie rock british alternative punk pop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Arctic Monkeys, My Chemical Romance, Britney Spears, Kelly Clarkson, P!nk","I enjoy listening to artists like Arctic Monkeys, My Chemical Romance, Britney Spears, Kelly Clarkson, P!nk, David Guetta. I generally like indie rock british alternative punk pop music. Can you recommend similar music artists I might enjoy?",1,298|461|690|2102|2521|288,298,1.0,1.0,1.0,0,template_11,0,0.0,0.0
3934,10cc,"70s,80s,rock,classic rock,wtf",0.0,4.0,1199,728|733|959|1130|1414,"I enjoy listening to artists like Pink Floyd, Muse, Elton John, Tom Waits, CAKE, The Beatles. I generally like progressive rock classic alternative pop blues music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Pink Floyd, Muse, Elton John, Tom Waits, CAKE","I enjoy listening to artists like Pink Floyd, Muse, Elton John, Tom Waits, CAKE, The Beatles. I generally like progressive rock classic alternative pop blues music. Can you recommend similar music artists I might enjoy?",1,3934|4079|7056|154|2624,3934,0.6,1.0,0.7537181468359152,0,template_11,0,0.0,0.0
503,In Flames,"melodic death metal,death metal,metal,swedish metal,swedish",0.0,4.0,12,493|494|496|497|498,"I enjoy listening to artists like Depeche Mode, Poets of the Fall, Green Day, Rihanna, Taylor Swift, Linkin Park. I generally like electronic new wave 80s alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Depeche Mode, Poets of the Fall, Green Day, Rihanna, Taylor Swift","I enjoy listening to artists like Depeche Mode, Poets of the Fall, Green Day, Rihanna, Taylor Swift, Linkin Park. I generally like electronic new wave 80s alternative rock music. Can you recommend similar music artists I might enjoy?",1,503|521|517|191|300|504|333,503,0.55,1.0,0.8477213065728806,0,template_11,0,0.0,0.0
2982,The Band Perry,"country,female vocalist,country pop,perfect lyrics,new country",0.0,4.0,120,378|403|461|486|498,"I enjoy listening to artists like Coldplay, Michael Jackson, OneRepublic, Mariah Carey, Rihanna, Britney Spears. I generally like alternative rock pop 80s dance soul music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Coldplay, Michael Jackson, OneRepublic, Mariah Carey, Rihanna","I enjoy listening to artists like Coldplay, Michael Jackson, OneRepublic, Mariah Carey, Rihanna, Britney Spears. I generally like alternative rock pop 80s dance soul music. Can you recommend similar music artists I might enjoy?",1,2982|291|292|344|475|1380|1459,2982,0.7,1.0,0.9862996544290682,0,template_11,0,0.0,0.0
1772,Norah Jones,"jazz,female vocalists,blues,singer-songwriter,chillout",0.0,4.0,1200,380|429|511|533|599,"I enjoy listening to artists like Duran Duran, Coldplay, Depeche Mode, Gorillaz, Radiohead, Michael Jackson. I generally like 80s new wave pop alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Duran Duran, Coldplay, Depeche Mode, Gorillaz, Radiohead","I enjoy listening to artists like Duran Duran, Coldplay, Depeche Mode, Gorillaz, Radiohead, Michael Jackson. I generally like 80s new wave pop alternative rock music. Can you recommend similar music artists I might enjoy?",1,1772|1795|2558|8995|735|6724,1772,0.4,1.0,0.9279611693743142,0,template_11,0,0.0,0.0
1686,Weird Al Yankovic,"comedy,funny,rock,soundtrack,legend",0.0,4.0,1202,99|229|233|603|715,"I enjoy listening to artists like New Order, The Cure, Def Leppard, Beth Orton, Depeche Mode, Pet Shop Boys. I generally like new wave 80s electronic post hard music. Can you recommend similar music artists I might enjoy?",1,"The user likes: New Order, The Cure, Def Leppard, Beth Orton, Depeche Mode","I enjoy listening to artists like New Order, The Cure, Def Leppard, Beth Orton, Depeche Mode, Pet Shop Boys. I generally like new wave 80s electronic post hard music. Can you recommend similar music artists I might enjoy?",1,1686|58|4308|2554|959|3201|6742,1686,0.85,1.0,0.9873262212734177,0,template_11,0,0.0,0.0
5434,The Zombies,"60s,classic rock,rock,psychedelic,pop",0.0,4.0,1204,1242|1620|1622|1627|1645,"I enjoy listening to artists like Radiohead, Modest Mouse, The Beatles, Common, Bob Marley, Kanye West. I generally like alternative rock indie classic british hip music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Radiohead, Modest Mouse, The Beatles, Common, Bob Marley","I enjoy listening to artists like Radiohead, Modest Mouse, The Beatles, Common, Bob Marley, Kanye West. I generally like alternative rock indie classic british hip music. Can you recommend similar music artists I might enjoy?",1,5434|6151|8705|10394|11204,5434,0.8,1.0,0.9888026041880242,0,template_11,0,0.0,0.0
2343,KISS,"hard rock,rock,classic rock,80s,glam rock",0.0,4.0,1206,917|957|959|1202|1358,"I enjoy listening to artists like Pink Floyd, The Beatles, Nirvana, The Kinks, Jethro Tull, AC/DC. I generally like progressive rock classic british grunge alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Pink Floyd, The Beatles, Nirvana, The Kinks, Jethro Tull","I enjoy listening to artists like Pink Floyd, The Beatles, Nirvana, The Kinks, Jethro Tull, AC/DC. I generally like progressive rock classic british grunge alternative music. Can you recommend similar music artists I might enjoy?",1,2343|2787|3302|3470|3774,2343,0.9,1.0,0.9734765891362539,0,template_11,1,1.0,1.0
3892,Soda Stereo,"rock en espanol,80s,alternative rock,seen live,latin",0.0,4.0,1207,963|1110|1425|1468|1868,"I enjoy listening to artists like Michael Jackson, System of a Down, Red Hot Chili Peppers, blink-182, Dire Straits, Eagles. I generally like pop 80s dance soul metal alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Michael Jackson, System of a Down, Red Hot Chili Peppers, blink-182, Dire Straits","I enjoy listening to artists like Michael Jackson, System of a Down, Red Hot Chili Peppers, blink-182, Dire Straits, Eagles. I generally like pop 80s dance soul metal alternative music. Can you recommend similar music artists I might enjoy?",1,3892|5444|8371|8372|10717,3892,0.8,1.0,0.8973334714111934,0,template_11,0,0.0,0.0
