id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,primary_target_id
4079,Wilco,"indie,indie rock,alt-country,rock,alternative",0.0,4.0,1449,1249|1384|1412|1414|1415,"I enjoy listening to artists like Coldplay, Radiohead, The Decemberists, Bob Dylan, The Beatles, Bob Marley. I generally like alternative rock folk indie singer songwriter music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Coldplay, Radiohead, The Decemberists, Bob Dylan, The Beatles","I enjoy listening to artists like Coldplay, Radiohead, The Decemberists, Bob Dylan, The Beatles, Bob Marley. I generally like alternative rock folk indie singer songwriter music. Can you recommend similar music artists I might enjoy?",1,4079|4538|8312|475|730|3670,4079
3171,James Morrison,"soul,pop,singer-songwriter,acoustic,british",0.0,4.0,145,333|342|344|352|430,"I enjoy listening to artists like Lady Gaga, Duffy, OneRepublic, Damien Rice, Mariah Carey, Rihanna. I generally like pop dance electronic female soul vocalists music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Lady Gaga, Duffy, OneRepublic, Damien Rice, Mariah Carey","I enjoy listening to artists like Lady Gaga, Duffy, OneRepublic, Damien Rice, Mariah Carey, Rihanna. I generally like pop dance electronic female soul vocalists music. Can you recommend similar music artists I might enjoy?",1,3171|3320|3321|3322|2977|3319,3171
6453,The Academy Is...,"alternative,pop punk,indie,rock,emo",0.0,4.0,1450,1390|2587|3040|3057|7723,"I enjoy listening to artists like Daft Punk, Lady Gaga, Cobra Starship, The Smiths, 3OH!3, nevershoutnever!. I generally like electronic dance electronica house pop female music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Daft Punk, Lady Gaga, Cobra Starship, The Smiths, 3OH!3","I enjoy listening to artists like Daft Punk, Lady Gaga, Cobra Starship, The Smiths, 3OH!3, nevershoutnever!. I generally like electronic dance electronica house pop female music. Can you recommend similar music artists I might enjoy?",1,6453|6769|7832|8884|2430|207,6453
4941,Across the Universe,,0.0,4.0,1451,313|318|320|342|378,"I enjoy listening to artists like Lady Gaga, Green Day, Toni Braxton, Whitney Houston, Tamia, Mariah Carey. I generally like pop dance electronic female punk rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Lady Gaga, Green Day, Toni Braxton, Whitney Houston, Tamia","I enjoy listening to artists like Lady Gaga, Green Day, Toni Braxton, Whitney Houston, Tamia, Mariah Carey. I generally like pop dance electronic female punk rock music. Can you recommend similar music artists I might enjoy?",1,4941|5789|7160|306|344|400|1934,4941
5958,The Summer Set,"powerpop,pop punk,male vocalists",0.0,4.0,1452,688|689|704|797|1038,"I enjoy listening to artists like The Cure, Muse, My Chemical Romance, Green Day, Ashlee Simpson, Leona Lewis. I generally like new wave 80s post alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The Cure, Muse, My Chemical Romance, Green Day, Ashlee Simpson","I enjoy listening to artists like The Cure, Muse, My Chemical Romance, Green Day, Ashlee Simpson, Leona Lewis. I generally like new wave 80s post alternative rock music. Can you recommend similar music artists I might enjoy?",1,5958|5978|5984|325|1034|681|2981,5958
4565,Doda,"female vocalists,polish,pop,sexy,female vocalist",0.0,4.0,1453,332|333|349|352|386,"I enjoy listening to artists like Daft Punk, Madonna, Lady Gaga, Janet Jackson, BeyoncÃ©, Sugababes. I generally like electronic dance electronica house pop female music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Daft Punk, Madonna, Lady Gaga, Janet Jackson, BeyoncÃ©","I enjoy listening to artists like Daft Punk, Madonna, Lady Gaga, Janet Jackson, BeyoncÃ©, Sugababes. I generally like electronic dance electronica house pop female music. Can you recommend similar music artists I might enjoy?",1,4565|4814|461|2020|292|289|288,4565
877,Alphaville,"new wave,80s,synthpop,synth pop,german",0.0,4.0,1454,99|159|182|187|441,"I enjoy listening to artists like New Order, Coldplay, Electronic, Spandau Ballet, Roxette, Muse. I generally like new wave 80s electronic alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: New Order, Coldplay, Electronic, Spandau Ballet, Roxette","I enjoy listening to artists like New Order, Coldplay, Electronic, Spandau Ballet, Roxette, Muse. I generally like new wave 80s electronic alternative rock music. Can you recommend similar music artists I might enjoy?",1,877|599|153|1073|93|998|1707,877
292,Christina Aguilera,"pop,female vocalists,dance,rnb,soul",0.0,4.0,1455,536|680|488|1057|5806,"I enjoy listening to artists like Green Day, Agnes, Avril Lavigne, Miley Cyrus, Katy Perry, Blake Lewis. I generally like punk rock pop dance female vocalists music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Green Day, Agnes, Avril Lavigne, Miley Cyrus, Katy Perry","I enjoy listening to artists like Green Day, Agnes, Avril Lavigne, Miley Cyrus, Katy Perry, Blake Lewis. I generally like punk rock pop dance female vocalists music. Can you recommend similar music artists I might enjoy?",1,292|1459|1687|302|547|679|330,292
6308,Nick Lachey,"pop,rock,pop rock,male vocalists,favorites",0.0,4.0,1456,471|679|905|909|912,"I enjoy listening to artists like Duran Duran, Kylie Minogue, RÃ¶yksopp, Coldplay, Depeche Mode, INXS. I generally like 80s new wave pop dance electronic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Duran Duran, Kylie Minogue, RÃ¶yksopp, Coldplay, Depeche Mode","I enjoy listening to artists like Duran Duran, Kylie Minogue, RÃ¶yksopp, Coldplay, Depeche Mode, INXS. I generally like 80s new wave pop dance electronic music. Can you recommend similar music artists I might enjoy?",1,6308|6733|6739|187,6308
2977,Kris Allen,"american idol,male vocalists,pop,singer-songwriter,acoustic",0.0,4.0,1457,344|377|458|461|464,"I enjoy listening to artists like Lady Gaga, System of a Down, Green Day, Rihanna, Kelly Clarkson, Christina Aguilera. I generally like pop dance electronic female metal alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Lady Gaga, System of a Down, Green Day, Rihanna, Kelly Clarkson","I enjoy listening to artists like Lady Gaga, System of a Down, Green Day, Rihanna, Kelly Clarkson, Christina Aguilera. I generally like pop dance electronic female metal alternative music. Can you recommend similar music artists I might enjoy?",1,2977|289|293|325|475|498,2977
333,Avril Lavigne,"pop,female vocalists,pop rock,rock,canadian",0.0,4.0,1458,481|498|536|542|679,"I enjoy listening to artists like Madonna, Lady Gaga, James Blunt, Keyshia Cole, Mariah Carey, Rihanna. I generally like pop dance female vocalists electronic singer music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Madonna, Lady Gaga, James Blunt, Keyshia Cole, Mariah Carey","I enjoy listening to artists like Madonna, Lady Gaga, James Blunt, Keyshia Cole, Mariah Carey, Rihanna. I generally like pop dance female vocalists electronic singer music. Can you recommend similar music artists I might enjoy?",1,333|161|291|299|456|486|1021,333
3310,Ãdith Piaf,"french,jazz,female vocalists,female vocalist,chanson francaise",0.0,4.0,1459,697|706|707|852|981,"I enjoy listening to artists like RÃ¶yksopp, Pink Floyd, The Cranberries, Beirut, Tom Waits, DeVotchKa. I generally like electronic chillout electronica ambient progressive rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: RÃ¶yksopp, Pink Floyd, The Cranberries, Beirut, Tom Waits","I enjoy listening to artists like RÃ¶yksopp, Pink Floyd, The Cranberries, Beirut, Tom Waits, DeVotchKa. I generally like electronic chillout electronica ambient progressive rock music. Can you recommend similar music artists I might enjoy?",1,3310|6730|6930|13888|14645,3310
2106,U-KISS,"k-pop,korean,kpop,rnb,shinee ringdingdong kpop ring ding ding k-pop",0.0,4.0,146,318|320|325|330|333,"I enjoy listening to artists like Madonna, Lady Gaga, Duffy, Mariah Carey, Rihanna, Britney Spears. I generally like pop dance female vocalists electronic soul music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Madonna, Lady Gaga, Duffy, Mariah Carey, Rihanna","I enjoy listening to artists like Madonna, Lady Gaga, Duffy, Mariah Carey, Rihanna, Britney Spears. I generally like pop dance female vocalists electronic soul music. Can you recommend similar music artists I might enjoy?",1,2106|2799|2803|2990|3324|344|349,2106
966,Nickelback,"rock,hard rock,alternative rock,alternative,canadian",0.0,4.0,1461,300|302|306|318|333,"I enjoy listening to artists like Ashley Tisdale, Cascada, Justin Bieber, Demi Lovato, Marina & the Diamonds, Owl City. I generally like pop dance female vocalists rnb hip music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Ashley Tisdale, Cascada, Justin Bieber, Demi Lovato, Marina & the Diamonds","I enjoy listening to artists like Ashley Tisdale, Cascada, Justin Bieber, Demi Lovato, Marina & the Diamonds, Owl City. I generally like pop dance female vocalists rnb hip music. Can you recommend similar music artists I might enjoy?",1,966|1047|3033|3859|4559|2176|679,966
295,BeyoncÃ©,"rnb,pop,soul,female vocalists,hip-hop",0.0,4.0,1462,481|526|539|540|599,"I enjoy listening to artists like Kylie Minogue, Madonna, Michael Jackson, Arctic Monkeys, Babyshambles, My Chemical Romance. I generally like pop dance electronic female vocalists 80s music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Madonna, Michael Jackson, Arctic Monkeys, Babyshambles","I enjoy listening to artists like Kylie Minogue, Madonna, Michael Jackson, Arctic Monkeys, Babyshambles, My Chemical Romance. I generally like pop dance electronic female vocalists 80s music. Can you recommend similar music artists I might enjoy?",1,295|333|704|959|1673|2091|3739,295
81,Portishead,"trip-hop,electronic,chillout,female vocalists,alternative",0.0,4.0,1464,1104|1116|1706|1786|2440,"I enjoy listening to artists like Laibach, RÃ¶yksopp, Enrique Iglesias, Infected Mushroom, Muse, System of a Down. I generally like industrial ebm electronic german chillout electronica music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Laibach, RÃ¶yksopp, Enrique Iglesias, Infected Mushroom, Muse","I enjoy listening to artists like Laibach, RÃ¶yksopp, Enrique Iglesias, Infected Mushroom, Muse, System of a Down. I generally like industrial ebm electronic german chillout electronica music. Can you recommend similar music artists I might enjoy?",1,81|1118|2148|5444|2605,81
291,Kelly Clarkson,"pop,female vocalists,pop rock,rock,american idol",0.0,4.0,1465,1021|1186|1378|1470|1852,"I enjoy listening to artists like Keane, James Blunt, Rihanna, Jordin Sparks, BeyoncÃ©, Katy Perry. I generally like alternative indie britpop british pop singer music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Keane, James Blunt, Rihanna, Jordin Sparks, BeyoncÃ©","I enjoy listening to artists like Keane, James Blunt, Rihanna, Jordin Sparks, BeyoncÃ©, Katy Perry. I generally like alternative indie britpop british pop singer music. Can you recommend similar music artists I might enjoy?",1,291|310|701|297|8589|378|377,291
285,Janet Jackson,"pop,rnb,female vocalists,dance,soul",0.0,4.0,1466,325|680|3460|288|293,"I enjoy listening to artists like Leona Lewis, Katy Perry, P!nk, Jonas Brothers, Colbie Caillat, Taylor Swift. I generally like female vocalists rnb pop rock disney music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Leona Lewis, Katy Perry, P!nk, Jonas Brothers, Colbie Caillat","I enjoy listening to artists like Leona Lewis, Katy Perry, P!nk, Jonas Brothers, Colbie Caillat, Taylor Swift. I generally like female vocalists rnb pop rock disney music. Can you recommend similar music artists I might enjoy?",1,285|1459|349|461|681|89,285
8728,Oficina G3,"rock,christian rock,brazil,brazilian,progressive metal",0.0,4.0,1467,497|499|510|830|1133,"I enjoy listening to artists like Placebo, The Beatles, Britney Spears, BIG BANG, Super Junior, åµ. I generally like alternative rock indie classic british pop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Placebo, The Beatles, Britney Spears, BIG BANG, Super Junior","I enjoy listening to artists like Placebo, The Beatles, Britney Spears, BIG BANG, Super Junior, åµ. I generally like alternative rock indie classic british pop music. Can you recommend similar music artists I might enjoy?",1,8728|8991|11796|377|455,8728
2346,Aerosmith,"hard rock,classic rock,rock,80s,70s",0.0,4.0,1469,464|466|475|486|500,"I enjoy listening to artists like Daft Punk, Coldplay, Gorillaz, Lady Gaga, Michael Jackson, Pink Floyd. I generally like electronic dance electronica house alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Daft Punk, Coldplay, Gorillaz, Lady Gaga, Michael Jackson","I enjoy listening to artists like Daft Punk, Coldplay, Gorillaz, Lady Gaga, Michael Jackson, Pink Floyd. I generally like electronic dance electronica house alternative rock music. Can you recommend similar music artists I might enjoy?",1,2346|2834|67|154|706|209|230,2346
906,Girls Aloud,"pop,dance,british,female vocalists,girl groups",0.0,4.0,147,155|209|257|288|292,"I enjoy listening to artists like Kylie Minogue, Ana Carolina, P!nk, Alanis Morissette, Ashley Tisdale, JoJo. I generally like pop dance electronic female mpb brazilian music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Ana Carolina, P!nk, Alanis Morissette, Ashley Tisdale","I enjoy listening to artists like Kylie Minogue, Ana Carolina, P!nk, Alanis Morissette, Ashley Tisdale, JoJo. I generally like pop dance electronic female mpb brazilian music. Can you recommend similar music artists I might enjoy?",1,906|972|1580|2523|3328|3332|3333,906
1155,Hot Chip,"electronic,indie,electronica,british,electropop",0.0,4.0,1470,1426|1944|1964|2535|3691,"I enjoy listening to artists like Daft Punk, Portishead, Radiohead, Tom Waits, Blur, The Decemberists. I generally like electronic dance electronica house trip hop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Daft Punk, Portishead, Radiohead, Tom Waits, Blur","I enjoy listening to artists like Daft Punk, Portishead, Radiohead, Tom Waits, Blur, The Decemberists. I generally like electronic dance electronica house trip hop music. Can you recommend similar music artists I might enjoy?",1,1155|2268|196|6032|433|11589,1155
3741,Cazuza,"mpb,rock,brazilian,singer-songwriter,brazil",0.0,4.0,1471,461|466|468|498|517,"I enjoy listening to artists like Madonna, Michael Jackson, Scorpions, OneRepublic, Nirvana, Kid Abelha. I generally like pop dance female vocalists 80s soul music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Madonna, Michael Jackson, Scorpions, OneRepublic, Nirvana","I enjoy listening to artists like Madonna, Michael Jackson, Scorpions, OneRepublic, Nirvana, Kid Abelha. I generally like pop dance female vocalists 80s soul music. Can you recommend similar music artists I might enjoy?",1,3741|6713|289|295|55|292,3741
209,My Chemical Romance,"rock,alternative,punk rock,emo,punk",0.0,4.0,1472,1151|1339|1375|1793|1854,"I enjoy listening to artists like The Faint, Daft Punk, Depeche Mode, Radiohead, Garbage, Placebo. I generally like electronic dance indie electronica house new music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The Faint, Daft Punk, Depeche Mode, Radiohead, Garbage","I enjoy listening to artists like The Faint, Daft Punk, Depeche Mode, Radiohead, Garbage, Placebo. I generally like electronic dance indie electronica house new music. Can you recommend similar music artists I might enjoy?",1,209|930|1118|2775|3425,209
691,Owl City,"electronic,indie,electronica,powerpop,pop",0.0,4.0,1473,1402|1455|1481|1486|1609,"I enjoy listening to artists like The Beatles, Cobra Starship, David Guetta, å®å¤ç°ãã«ã«, Bat for Lashes, 3OH!3. I generally like classic rock british pop punk dance music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The Beatles, Cobra Starship, David Guetta, å®å¤ç°ãã«ã«, Bat for Lashes","I enjoy listening to artists like The Beatles, Cobra Starship, David Guetta, å®å¤ç°ãã«ã«, Bat for Lashes, 3OH!3. I generally like classic rock british pop punk dance music. Can you recommend similar music artists I might enjoy?",1,691|1678|321|547|903|5947,691
5927,Bang Gang,"trip-hop,electronic,icelandic,chillout,downtempo",0.0,4.0,1474,606|744|748|1109|1126,"I enjoy listening to artists like Daft Punk, Thievery Corporation, RÃ¶yksopp, Moby, Gorillaz, Burial. I generally like electronic dance electronica house chillout trip music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Daft Punk, Thievery Corporation, RÃ¶yksopp, Moby, Gorillaz","I enjoy listening to artists like Daft Punk, Thievery Corporation, RÃ¶yksopp, Moby, Gorillaz, Burial. I generally like electronic dance electronica house chillout trip music. Can you recommend similar music artists I might enjoy?",1,5927|7079|8510|9766,5927
5216,Alien Ant Farm,"rock,alternative,punk,cover,punk rock",0.0,4.0,1475,328|329|330|333|468,"I enjoy listening to artists like George Michael, Lady Gaga, Michael Jackson, Nirvana, Whitney Houston, Mariah Carey. I generally like pop 80s 90s dance electronic female music. Can you recommend similar music artists I might enjoy?",1,"The user likes: George Michael, Lady Gaga, Michael Jackson, Nirvana, Whitney Houston","I enjoy listening to artists like George Michael, Lady Gaga, Michael Jackson, Nirvana, Whitney Houston, Mariah Carey. I generally like pop 80s 90s dance electronic female music. Can you recommend similar music artists I might enjoy?",1,5216|5487|5988|295|913|332,5216
3317,Drake,"hip-hop,rnb,rap,hip hop,canadian",0.0,4.0,1476,355|377|405|458|461,"I enjoy listening to artists like Lady Gaga, Michael Jackson, Enrique Iglesias, Muse, My Chemical Romance, Rihanna. I generally like pop dance electronic female 80s soul music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Lady Gaga, Michael Jackson, Enrique Iglesias, Muse, My Chemical Romance","I enjoy listening to artists like Lady Gaga, Michael Jackson, Enrique Iglesias, Muse, My Chemical Romance, Rihanna. I generally like pop dance electronic female 80s soul music. Can you recommend similar music artists I might enjoy?",1,3317|5678|6693|321|504|1047,3317
6690,Livvi Franc,"david guetta,redone,melrose place",0.0,4.0,1478,498|524|526|528|532,"I enjoy listening to artists like Kylie Minogue, Duffy, Mariah Carey, Rihanna, Kelly Clarkson, Christina Aguilera. I generally like pop dance electronic female soul vocalists music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Duffy, Mariah Carey, Rihanna, Kelly Clarkson","I enjoy listening to artists like Kylie Minogue, Duffy, Mariah Carey, Rihanna, Kelly Clarkson, Christina Aguilera. I generally like pop dance electronic female soul vocalists music. Can you recommend similar music artists I might enjoy?",1,6690|290|306|325|1098|1034|1458,6690
1540,Bleeding Through,"metalcore,hardcore,metal,death metal,seen live",0.0,4.0,1479,6008|14692|4948|45|217,"I enjoy listening to artists like System of a Down, Red Hot Chili Peppers, blink-182, Kid Cudi, Caliban, A Day to Remember. I generally like metal alternative rock punk pop rap music. Can you recommend similar music artists I might enjoy?",1,"The user likes: System of a Down, Red Hot Chili Peppers, blink-182, Kid Cudi, Caliban","I enjoy listening to artists like System of a Down, Red Hot Chili Peppers, blink-182, Kid Cudi, Caliban, A Day to Remember. I generally like metal alternative rock punk pop rap music. Can you recommend similar music artists I might enjoy?",1,1540|2187|4936|5310,1540
2653,A Rocket to the Moon,"powerpop,electronic,rock,pop,indie",0.0,4.0,1480,907|959|972|1239|1243,"I enjoy listening to artists like Daft Punk, Lady Gaga, Radiohead, Muse, OneRepublic, My Chemical Romance. I generally like electronic dance electronica house pop female music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Daft Punk, Lady Gaga, Radiohead, Muse, OneRepublic","I enjoy listening to artists like Daft Punk, Lady Gaga, Radiohead, Muse, OneRepublic, My Chemical Romance. I generally like electronic dance electronica house pop female music. Can you recommend similar music artists I might enjoy?",1,2653|3293|3769|7868|14645|1381,2653
1090,Franz Ferdinand,"indie,indie rock,rock,alternative,britpop",0.0,4.0,1481,4196|209|377|481|1104,"I enjoy listening to artists like Placebo, Muse, Kings of Leon, The Killers, Green Day, blink-182. I generally like alternative rock indie punk pop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Placebo, Muse, Kings of Leon, The Killers, Green Day","I enjoy listening to artists like Placebo, Muse, Kings of Leon, The Killers, Green Day, blink-182. I generally like alternative rock indie punk pop music. Can you recommend similar music artists I might enjoy?",1,1090|3475|4115|533|1186,1090
466,Ke$ha,"pop,dance,electronic,electropop,female vocalists",0.0,4.0,1483,959|1041|1044|1047|1104,"I enjoy listening to artists like Depeche Mode, System of a Down, My Chemical Romance, Green Day, Nirvana, Britney Spears. I generally like electronic new wave 80s metal alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Depeche Mode, System of a Down, My Chemical Romance, Green Day, Nirvana","I enjoy listening to artists like Depeche Mode, System of a Down, My Chemical Romance, Green Day, Nirvana, Britney Spears. I generally like electronic new wave 80s metal alternative music. Can you recommend similar music artists I might enjoy?",1,466|486|498|524|930|1034|1673,466
3057,Regina Spektor,"female vocalists,indie,piano,alternative,singer-songwriter",0.0,4.0,1485,679|689|859|903|1400,"I enjoy listening to artists like Kylie Minogue, Daft Punk, Madonna, Depeche Mode, Lady Gaga, Duffy. I generally like pop dance electronic female electronica house music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Daft Punk, Madonna, Depeche Mode, Lady Gaga","I enjoy listening to artists like Kylie Minogue, Daft Punk, Madonna, Depeche Mode, Lady Gaga, Duffy. I generally like pop dance electronic female electronica house music. Can you recommend similar music artists I might enjoy?",1,3057|5441|288|718|2277|5790,3057
2666,This Providence,"indie,indie rock,alternative rock,alternative,pop punk",0.0,4.0,1486,709|716|851|856|875,"I enjoy listening to artists like Depeche Mode, Spandau Ballet, Porcupine Tree, David Bowie, Guns N' Roses, Coldplay. I generally like electronic new wave 80s progressive rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Depeche Mode, Spandau Ballet, Porcupine Tree, David Bowie, Guns N' Roses","I enjoy listening to artists like Depeche Mode, Spandau Ballet, Porcupine Tree, David Bowie, Guns N' Roses, Coldplay. I generally like electronic new wave 80s progressive rock music. Can you recommend similar music artists I might enjoy?",1,2666|429|441|1083|868|2552,2666
3873,Chris Daughtry,"alternative rock,american,male vocalists,american idol,chris daughtry",0.0,4.0,1489,491|518|536|540|701,"I enjoy listening to artists like Kylie Minogue, Madonna, Muse, My Chemical Romance, Rihanna, Britney Spears. I generally like pop dance electronic female vocalists alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Madonna, Muse, My Chemical Romance, Rihanna","I enjoy listening to artists like Kylie Minogue, Madonna, Muse, My Chemical Romance, Rihanna, Britney Spears. I generally like pop dance electronic female vocalists alternative music. Can you recommend similar music artists I might enjoy?",1,3873|377|1854|5746|265|498|486,3873
536,Good Charlotte,"punk rock,rock,pop punk,punk,alternative",0.0,4.0,149,198|291|300|302|342,"I enjoy listening to artists like Placebo, The Smashing Pumpkins, Funeral for a Friend, All Time Low, Foo Fighters, Gloria. I generally like alternative rock indie emo screamo post music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Placebo, The Smashing Pumpkins, Funeral for a Friend, All Time Low, Foo Fighters","I enjoy listening to artists like Placebo, The Smashing Pumpkins, Funeral for a Friend, All Time Low, Foo Fighters, Gloria. I generally like alternative rock indie emo screamo post music. Can you recommend similar music artists I might enjoy?",1,536|3373|89|572|1470|230|2786,536
1338,HammerFall,"power metal,heavy metal,metal,symphonic metal,ballad",0.0,4.0,1490,923|1347|2009|2384|3416,"I enjoy listening to artists like Skillet, Papa Roach, In Flames, Parkway Drive, Soilwork, All That Remains. I generally like alternative christian rock nu metal melodic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Skillet, Papa Roach, In Flames, Parkway Drive, Soilwork","I enjoy listening to artists like Skillet, Papa Roach, In Flames, Parkway Drive, Soilwork, All That Remains. I generally like alternative christian rock nu metal melodic music. Can you recommend similar music artists I might enjoy?",1,1338|2961|500|835,1338
210,Bloc Party,"indie,indie rock,rock,alternative,british",0.0,4.0,1491,289|432|525|757|1075,"I enjoy listening to artists like Air, Daft Punk, Faithless, Kings of Leon, Katy Perry, Avril Lavigne. I generally like electronic chillout ambient trip dance electronica music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Air, Daft Punk, Faithless, Kings of Leon, Katy Perry","I enjoy listening to artists like Air, Daft Punk, Faithless, Kings of Leon, Katy Perry, Avril Lavigne. I generally like electronic chillout ambient trip dance electronica music. Can you recommend similar music artists I might enjoy?",1,210|524|1099|1398|1409|2818|5149,210
5475,Blue Foundation,"trip-hop,electronic,chillout,ambient,melancholy",0.0,4.0,1492,2081|3404|5847|8047|65,"I enjoy listening to artists like Rihanna, Britney Spears, Katy Perry, Miley Cyrus, Eminem, Gwen Stefani. I generally like pop rnb dance female vocalists rap music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Rihanna, Britney Spears, Katy Perry, Miley Cyrus, Eminem","I enjoy listening to artists like Rihanna, Britney Spears, Katy Perry, Miley Cyrus, Eminem, Gwen Stefani. I generally like pop rnb dance female vocalists rap music. Can you recommend similar music artists I might enjoy?",1,5475|292|362|378|306,5475
8372,Ricardo Arjona,"latin,pop,80s,spanish,gay",0.0,4.0,1494,424|545|641|716|907,"I enjoy listening to artists like Coldplay, Robbie Williams, Michael Jackson, The Cure, Bright Eyes, My Chemical Romance. I generally like alternative rock pop britpop british 80s music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Coldplay, Robbie Williams, Michael Jackson, The Cure, Bright Eyes","I enjoy listening to artists like Coldplay, Robbie Williams, Michael Jackson, The Cure, Bright Eyes, My Chemical Romance. I generally like alternative rock pop britpop british 80s music. Can you recommend similar music artists I might enjoy?",1,8372|8592|10717|207|525,8372
1151,Editors,"indie,indie rock,alternative,british,rock",0.0,4.0,1496,1014|1072|1073|1075|1089,"I enjoy listening to artists like Portishead, Radiohead, Robbie Williams, Michael Jackson, Arcade Fire, Bloc Party. I generally like trip hop electronic chillout alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Portishead, Radiohead, Robbie Williams, Michael Jackson, Arcade Fire","I enjoy listening to artists like Portishead, Radiohead, Robbie Williams, Michael Jackson, Arcade Fire, Bloc Party. I generally like trip hop electronic chillout alternative rock music. Can you recommend similar music artists I might enjoy?",1,1151|1384|53|59|233|1001|2531,1151
1150,Leonard Cohen,"folk,singer-songwriter,canadian,alternative,acoustic",0.0,4.0,1498,715|867|871|878|900,"I enjoy listening to artists like Duran Duran, Depeche Mode, The Cure, The Cranberries, Placebo, Reamonn. I generally like 80s new wave pop electronic post music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Duran Duran, Depeche Mode, The Cure, The Cranberries, Placebo","I enjoy listening to artists like Duran Duran, Depeche Mode, The Cure, The Cranberries, Placebo, Reamonn. I generally like 80s new wave pop electronic post music. Can you recommend similar music artists I might enjoy?",1,1150|1884|4609|1098|2531,1150
622,Sufjan Stevens,"folk,indie,singer-songwriter,alternative,acoustic",0.0,4.0,15,601|602|603|604|605,"I enjoy listening to artists like Sade, Radiohead, The Cure, Tom Waits, Blur, Andrew Bird. I generally like soul jazz chillout female alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Sade, Radiohead, The Cure, Tom Waits, Blur","I enjoy listening to artists like Sade, Radiohead, The Cure, Tom Waits, Blur, Andrew Bird. I generally like soul jazz chillout female alternative rock music. Can you recommend similar music artists I might enjoy?",1,622|627|629|630|631|632,622
329,Justin Timberlake,"pop,rnb,dance,hip-hop,sexy",0.0,4.0,150,333|340|344|349|378,"I enjoy listening to artists like Michael Jackson, Enrique Iglesias, Muse, The Beatles, Whitney Houston, CÃ©line Dion. I generally like pop 80s dance soul latin male music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Michael Jackson, Enrique Iglesias, Muse, The Beatles, Whitney Houston","I enjoy listening to artists like Michael Jackson, Enrique Iglesias, Muse, The Beatles, Whitney Houston, CÃ©line Dion. I generally like pop 80s dance soul latin male music. Can you recommend similar music artists I might enjoy?",1,329|701|1447|1601|2861|89,329
389,Enya,"new age,ambient,female vocalists,celtic,chillout",0.0,4.0,1500,1123|1298|1422|1468|1707,"I enjoy listening to artists like Combichrist, The CrÃ¼xshadows, Covenant, Depeche Mode, VAST, Garbage. I generally like industrial ebm dark electro darkwave gothic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Combichrist, The CrÃ¼xshadows, Covenant, Depeche Mode, VAST","I enjoy listening to artists like Combichrist, The CrÃ¼xshadows, Covenant, Depeche Mode, VAST, Garbage. I generally like industrial ebm dark electro darkwave gothic music. Can you recommend similar music artists I might enjoy?",1,389|1295|1303|3466,389
